,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
16,348,4606,5704,6557,3462,2621,2453,6548,4576,672,3135,5486,5920,4447,4422,2320,1838,1795,5919,3134,2935,6665,1978,2267,5220,5109,5150,5014,2447,96,4876,2446,2994,4297,1992,1303,16,5820,177,3094,5123,688,2393,4695,2305,715,5849,1794,143,63,875,2357,4987,4435,176,6361,4786,3155,2266,842,175,5918,5891,2268,2410,15,5779,841,1163,762,1949,5179,5890,102,3055,4733,3115,5692,2411,191,1274,1839,4913,31,144,5564,1979,2448,2464,47,3137,4148,2409,5206,5203,1977,874,890,4912,1879,4875
17,3159,936,3276,4133,377,2490,5735,2804,4026,4620,4462,3897,3131,4410,4988,5088,1838,5107,5221,191,5040,4297,2994,178,5863,1304,3154,3094,2447,5918,1949,3843,2935,2624,175,5919,4849,111,3134,5220,4327,5848,3095,3074,5920,15,420,1978,96,2411,64,5890,1303,5850,5109,3085,1977,143,127,63,192,95,2410,2357,144,5904,798,1368,176,3135,2267,5108,159,875,5778,2464,5779,4178,2339,1794,32,4913,135,3155,160,715,2409,3034,16,177,2446,5179,1163,31,2266,1879,2448,5905,2321,1851,5849
18,6658,3154,6171,1722,3410,2833,5558,387,1730,5432,96,4327,5234,1877,2267,5179,5919,569,5014,877,5494,143,6116,2268,2934,3034,1204,2410,4823,2409,3135,2320,2406,3149,2453,1274,63,4733,5150,176,1964,4769,5835,4875,5220,5013,111,5821,5849,2383,2357,5890,2994,795,1838,5779,5108,3155,95,1233,5151,4459,2375,3035,842,2411,16,2374,794,2447,4913,2358,3793,841,2356,97,5137,907,715,15,64,4786,5221,762,144,2266,1978,3094,5315,2321,48,4876,1908,1879,1163,2935,191,776,2446,619,796
19,2717,1357,2191,5922,5913,4309,5860,5107,418,2729,1753,5294,2935,3095,6520,4363,2267,1233,4823,96,5664,5535,3054,842,5014,63,1694,4362,5179,3135,5849,5150,3035,1204,795,5820,521,1908,4786,762,2447,5219,5890,5850,2410,62,2357,3789,143,2320,5779,420,2319,4137,2356,5220,5180,97,5013,1907,1697,1879,796,93,2358,5919,648,64,1163,1909,5247,95,1949,16,2994,1910,5178,1274,144,1906,5109,5778,5848,5875,1234,1232,176,4351,1794,6662,761,3841,1303,794,5891,1935,1235,3094,1838,5821,2934
20,4906,2821,949,925,2098,6245,2673,1918,6446,1837,192,3058,1978,1674,2374,1289,3055,176,3135,4768,892,5090,4459,4155,5933,188,2447,1852,3155,4912,4435,5246,175,80,874,1964,5989,2907,5220,5779,1733,1290,3692,96,2712,5123,128,160,3154,5014,3035,31,1256,2995,5088,2267,1838,1303,5890,16,3134,3014,15,159,876,1922,5137,5820,1714,5919,1163,46,191,3136,5095,1949,1302,5192,1977,144,795,1794,2446,5920,4374,3034,715,5770,6579,5015,5081,2302,2994,2448,5778,842,875,890,2357,2411,5848
21,2767,6384,4041,4673,944,918,2943,1330,3636,3271,814,3844,4841,2914,927,95,4237,2356,2465,1893,4820,5013,5820,2994,5179,5189,111,794,2374,1907,96,2358,114,1694,2339,5000,796,810,80,3035,1233,2935,5014,5178,5849,795,2357,1908,4823,4824,128,2376,3094,2411,5848,5821,842,1246,2375,2373,6609,762,3134,2320,97,793,6580,5863,5192,48,5027,5207,3154,1234,2355,3056,811,5862,1921,3054,4786,1705,2302,4840,1232,4787,5165,779,797,5028,3015,5164,5835,3036,63,64,94,1894,112,1992,32
22,198,4501,2852,1840,2030,4720,4623,5477,721,5717,4144,2751,38,5000,5164,6227,159,192,2392,3430,6580,46,2356,5151,160,112,5835,2375,4842,113,3055,2339,1247,409,4398,2995,5027,1894,1246,127,5136,80,811,4841,5863,5193,1219,1922,2376,5028,779,4814,3054,95,4805,1923,47,5864,5806,3015,81,2302,5928,4858,1248,2373,4843,96,812,5862,114,1921,2377,2357,2303,3034,1865,111,1924,5192,1190,524,780,2374,3056,94,2499,746,5178,2974,3016,5834,2340,810,1895,794,5876,5836,5848,302,1907
23,1801,5424,198,3846,5107,6186,721,5105,3635,5320,571,4144,2891,96,1261,3115,4362,767,64,5221,1600,142,1233,1908,2357,3015,5179,629,5849,5014,4809,4315,2339,0,144,2358,5850,2302,2356,112,2995,1234,6521,63,111,5028,2375,80,1894,113,5000,2374,2393,2373,779,1219,1247,4385,811,81,5151,810,2975,5806,2378,4841,5862,4804,2376,3054,5634,5165,1921,95,5820,79,4825,1246,1922,48,3034,1232,5193,47,1866,2340,5835,2341,2994,794,5834,159,2392,1245,1204,5848,812,2377,5863,5821,1907
24,590,3908,1958,3633,5990,2279,1573,981,2341,5738,6564,3935,810,95,3055,3155,595,1234,5136,1894,5000,6480,112,5193,4841,6680,5028,3035,1219,1921,2303,3057,2357,1907,1908,64,5013,5863,5029,15,5820,2356,1922,111,1694,2411,80,5848,5891,1297,5194,2375,2374,795,1247,5179,96,3034,63,5779,3460,4822,794,175,763,5014,5027,2320,779,2339,2358,5178,4839,5192,4824,5137,3015,4459,5849,4838,6688,762,143,4823,144,79,1232,2994,4574,2340,4805,5519,5150,4248,1246,1233,3285,2355,94,811,5835
25,3432,1328,5512,4538,2355,1112,5740,712,4113,5892,2447,890,2357,3035,5757,110,6619,3015,4085,5219,4787,795,4387,3135,3675,95,5013,1714,5178,2375,5014,1693,1233,144,4913,3055,96,111,5027,80,2779,4399,794,5179,1992,5108,5028,1694,1921,1463,2428,1219,2303,2374,2356,4297,5904,810,2974,5166,2359,2302,2358,48,5835,811,3045,112,4823,780,5180,3034,5151,2393,1922,1025,2338,4104,1894,63,5849,2321,5862,5848,2339,64,47,5234,5207,4841,1865,6589,5000,79,746,1246,3014,1935,5807,31,127
26,5514,5250,346,6288,5542,2525,2380,3003,3855,2607,5849,4387,5585,2890,3054,5164,5027,143,5460,5014,5150,63,6519,2321,5028,2359,2358,2374,96,95,2357,5890,5206,3036,4449,1908,2303,2356,1204,5179,1233,97,1879,795,3015,98,2320,1921,5851,1274,2860,1880,794,796,3034,1488,2994,1653,762,4237,1232,4388,5862,5848,1907,797,5180,3035,62,4786,4823,3055,5220,5835,1906,111,1234,3094,1949,64,2409,5394,5820,2410,811,5939,4931,1753,4822,5192,2339,1694,3162,810,1203,4840,5821,2267,4827,5151,1713
27,5812,3524,5626,3541,986,5505,5386,751,5693,212,5734,2809,875,4697,1205,2373,5932,31,3118,2465,874,891,4715,160,195,4912,3158,1693,191,4920,4858,890,5028,5905,4841,5193,5933,4931,2285,5095,859,3155,2464,192,6599,32,1992,1964,2429,892,1317,5123,2466,3115,1289,731,1852,161,127,1318,193,1993,194,6655,2955,5876,2392,826,33,4751,5259,5724,2284,3073,2249,3156,1935,2286,47,159,164,128,0,2463,2428,5806,5206,4913,746,5793,1177,2302,811,858,2375,2338,112,4165,4895,2339,2376
28,4929,5545,2720,6480,3310,3719,6578,2327,4127,218,935,2569,1920,2375,5835,63,4823,4399,5014,5863,5179,3457,5849,3055,2374,1908,2357,5013,5862,96,5293,95,1907,3035,795,90,2339,4840,111,3034,5848,97,801,2320,112,794,2356,5820,5150,1233,5220,5779,2358,400,2361,80,3094,1204,2321,762,2359,3793,4824,64,2319,1247,763,4822,796,2355,144,3747,810,2338,5932,747,4841,5027,4825,1909,48,5000,236,4350,1232,5178,5919,2303,1234,5108,5821,1921,79,1219,2410,2267,5850,4805,5193,5905,5151
29,3172,2980,656,5631,9,981,2077,5189,6490,4576,5932,3155,191,4823,1794,2320,5919,2465,874,5905,4931,2410,2738,842,5077,176,4447,15,5123,3135,5933,5931,1653,2446,1978,5918,2429,891,2463,2285,3094,1991,5247,2469,2447,5201,1837,2464,3154,5862,5259,3115,1289,678,875,5092,2249,175,16,5778,160,1303,2935,192,4913,890,4932,1813,4297,1302,859,889,731,876,1247,4298,1316,5792,1163,5029,143,3134,3055,5122,3136,1964,4895,1979,1317,715,5089,4751,5890,2267,1977,31,128,2448,1824,32,2430
30,3028,41,456,1619,381,3891,3721,2952,5265,169,2860,3768,4458,4144,4411,4450,5807,32,5806,5027,3064,2955,192,2465,811,95,3055,160,5193,193,2375,5028,5863,5206,1814,3156,80,159,1992,112,2995,47,2447,127,5933,5862,2302,5820,5192,1922,2374,1422,1714,3056,1865,4841,5835,1247,3015,5123,746,2376,5095,5805,1893,2393,1894,3155,0,2338,1852,5793,2813,79,5136,779,2356,46,5876,2974,2321,1923,5178,1935,2392,4249,4714,2285,2249,2357,4164,2340,2940,111,1633,1317,2428,778,5124,1190,1177
31,1807,5868,2883,5019,5157,5486,2684,2054,3970,4032,4387,5783,4741,5805,5030,4412,4844,1693,4447,3061,745,144,5192,112,4351,3055,5013,4822,2375,795,111,1894,96,779,4823,1908,2357,63,1907,4348,2358,3788,1936,3135,1246,95,2285,80,1247,3054,6560,5862,143,5193,2339,796,2374,23,2356,810,1921,110,47,1219,1233,2320,794,3034,2355,3056,2907,5835,94,3036,5179,2354,97,5863,5178,809,2340,1232,48,93,811,1880,2373,5014,5165,1922,1191,5848,1207,1205,793,4840,4805,1950,5821,2303,5820
32,6686,2386,5904,5032,3939,3117,1194,928,6128,4400,2302,5651,113,2613,4340,5205,1177,3074,111,5933,5876,2955,112,1922,4855,2285,2374,1893,2375,5793,3055,6580,1923,4768,4841,1247,5000,5241,5028,2974,4399,1924,5193,811,1190,763,5863,2376,5194,2410,746,1865,3015,5029,2303,3115,5123,47,3155,1260,349,64,5806,5165,5151,2266,2357,3094,2392,2339,3035,2301,193,3674,95,2465,2249,177,3339,5179,4708,159,2429,79,3056,2377,812,5108,3014,2356,5835,1894,5136,5862,16,4805,2430,4823,48,4842,127
33,1498,1857,4678,4297,600,5719,6481,6259,3316,974,3155,5755,1317,698,1921,1747,3134,1163,6660,4913,5495,6560,176,2355,6619,892,5193,5028,5932,143,3135,95,2340,128,2266,1866,5123,2339,175,5345,63,279,6680,64,16,1948,2357,48,96,2411,4912,4733,1880,15,2995,2451,142,1233,1907,2994,779,2393,5918,5848,875,5630,715,485,1274,2428,4248,177,2410,3794,144,1978,3054,795,159,112,2356,4841,5206,1879,827,5137,5849,5109,5904,80,1908,1303,5835,5150,1693,2447,5027,2358,1232,5933,3015
34,3815,3451,1985,3367,2550,5136,3653,4657,3428,151,2618,3074,2375,1594,111,1653,1814,1922,2409,5027,2830,176,6188,5807,2357,3034,5849,810,2320,4930,762,2692,95,192,5192,1908,5150,5179,97,1233,781,2712,5149,5848,96,2356,98,3055,2778,80,5014,1909,3035,2893,793,143,2374,1894,64,5469,2355,2339,811,3444,1232,5028,112,5850,2373,4823,5193,1907,3015,5165,63,779,5013,1231,5834,2340,5220,1921,780,5890,794,1694,795,1246,5862,5178,2358,731,763,6084,94,796,3036,1234,2303,110,2839
35,1321,2547,2816,5465,431,4658,2508,3861,3643,1894,2882,1966,4257,2429,2433,1177,2392,5905,1651,4450,2285,5164,1714,114,4339,4894,80,5835,5806,112,3074,3811,2249,1865,811,5028,2974,2302,4715,5863,5193,1852,4858,4610,6589,192,1674,2391,47,2375,1922,2301,2339,1964,5137,127,3155,1935,2955,5234,5206,5834,3055,1715,4768,1247,4459,746,2465,32,1633,812,5089,33,5136,4841,3034,826,5876,111,2376,5029,4931,1260,1219,79,1248,113,0,1317,159,1190,1289,440,4751,46,4975,5862,4805,731,779
36,5406,5974,4145,4764,1347,2406,5766,2290,628,1243,4025,2392,3879,2465,6680,419,5028,5793,3055,4260,5464,3155,4832,6480,4459,32,4309,112,5123,3158,5206,1851,127,5755,192,3699,160,47,5806,2285,5505,3034,826,1715,1190,5514,2302,891,731,746,1260,811,3015,4751,2374,5932,5905,2975,193,892,4931,1935,5919,5193,5933,5757,5165,79,1865,699,5889,3156,33,2974,1922,1288,2429,5876,1852,80,779,4858,5095,1149,2466,159,5164,4932,2286,2375,6581,778,5863,1247,5136,1992,5259,0,111,5029,136
37,371,5220,3909,6465,3392,889,1205,546,674,3235,3033,63,5185,4400,4055,2285,5028,4249,810,5863,80,111,3055,282,5193,4399,95,106,1908,112,5136,4376,2374,3054,4840,1894,5835,2340,5095,779,2339,2375,2465,4841,5029,5848,1964,1963,5903,811,4805,5014,2338,127,1922,3034,2349,1247,5905,4223,2974,6189,2302,5806,47,2392,113,1852,746,2376,2428,1248,79,2955,4768,15,2357,778,5864,48,3053,5165,6580,5123,3014,1714,5137,5834,1992,826,5206,1219,5194,2301,114,1633,4858,0,32,5396,2447
38,5814,5374,1473,5663,3622,4158,5889,3791,1282,6123,2737,590,2861,4316,5933,176,5905,1149,6398,64,2447,655,2359,95,5220,5109,2375,2338,144,63,2317,2935,816,5877,809,2267,1950,5123,2464,1291,426,1302,5260,5779,4921,1949,175,3134,192,191,1936,2410,890,3054,4913,5919,3135,128,1838,96,3136,3188,6166,4421,32,2446,6660,1176,3075,143,207,48,15,2411,3154,177,842,2465,2249,2463,891,2357,1977,1293,5918,968,4914,79,16,111,5793,5146,5778,2320,3035,1879,31,1190,2429,795,160
39,566,5189,3102,622,4282,3088,2381,6162,6351,5204,1714,4459,3155,31,2375,3055,5764,746,5206,5028,119,200,47,112,5027,6679,5933,2392,2468,811,2955,2611,4410,2465,5794,1374,1922,6499,192,1247,3738,949,1716,4399,1865,127,5876,2285,3074,2391,4751,5123,32,1992,4932,891,812,699,1317,4931,4297,731,3723,5806,160,33,4858,2301,1614,5259,2466,2411,1894,4822,5934,0,5136,191,1963,3157,892,826,2974,5793,1260,1935,1852,639,1190,1177,159,4857,2464,5918,1633,5863,4370,2429,2446,2286,2302
40,6181,4286,54,3801,1943,1197,5070,391,5186,6504,6659,5933,2363,3135,400,191,3154,2954,5919,2448,4447,3134,6669,2446,1978,2447,1303,3141,4913,174,176,175,1992,2464,177,2994,2411,2465,3054,16,2428,6460,160,1302,96,875,2357,5234,1991,5109,4387,143,3375,2429,1794,4823,4831,3155,1964,890,31,5779,5932,5164,715,420,62,5918,1977,891,3115,2267,874,2284,0,144,5905,1221,32,1317,2376,1316,1793,6295,1837,1304,5247,5765,2430,2285,2393,47,15,4895,64,192,859,340,2466,873,4914
41,2837,3446,621,3696,4426,4944,2691,4830,4757,2905,180,4309,2097,172,1236,5220,5820,569,3782,5815,5734,2451,4350,5389,1992,4446,810,4913,5905,3154,2464,47,15,1977,192,191,175,16,874,166,876,176,2285,1978,160,177,2449,3155,410,5932,5933,791,2447,2446,1316,404,1694,3318,1317,4895,5918,1964,875,2088,3115,5919,5109,890,2465,193,2392,2448,891,2466,3134,2429,1991,1289,2428,161,1177,859,2430,1993,5906,194,1302,1965,4751,4931,2249,5778,32,3014,0,2467,2431,4932,5122,892,5029
42,4199,3382,2688,2404,6051,3487,3180,2656,6575,101,2814,5794,442,3155,4200,746,5655,5029,3806,5793,3074,5028,5193,6580,112,1733,1865,1852,1260,4564,4064,46,5933,5664,1922,1992,47,2470,1993,1247,2302,5863,2285,1853,2392,32,1190,4751,2465,192,731,31,33,891,1317,127,1318,5934,811,826,2955,2249,4931,2375,1177,126,745,1935,2466,193,825,2286,2429,5095,113,380,5876,5806,4932,892,1178,3055,1934,4458,5123,4752,732,5834,194,5765,160,2428,1864,5206,1259,0,2974,2391,159,2287,3156
43,400,6635,218,6328,1628,5549,1376,1321,948,100,4525,1305,2737,3055,3914,5634,5191,550,1865,4362,111,5835,5735,3054,4983,1852,3685,5848,5027,1908,5178,2381,143,795,2302,2374,96,112,95,4259,5108,2357,810,15,779,5385,811,5193,4824,63,794,1921,762,3035,80,5925,2376,48,3034,113,4447,5028,47,1714,2375,2814,5863,5207,5862,4768,1879,2416,5194,5165,2358,1247,16,2464,1204,5014,64,79,5820,2975,4392,1233,2356,1907,4841,1950,5179,2339,1130,1235,4035,4823,763,994,144,5849,1274
44,3121,3809,719,1262,2388,521,3551,1017,2960,815,6500,2446,192,1796,5574,32,1880,5932,2357,2465,3154,3155,811,160,1289,4315,0,1794,5919,5779,859,176,3135,5151,4932,5123,5258,875,5918,2447,1562,2464,2955,1978,1991,2429,5933,4913,4912,175,3055,5122,5089,2430,5109,5259,5905,191,2249,874,427,15,2467,5014,2245,3115,31,5136,16,890,3075,3034,1317,2410,177,2393,5013,699,1964,4931,5095,1814,1838,3035,1851,2267,5220,730,891,1977,4733,1303,2448,143,4876,1302,5247,3136,174,873,3893
45,395,2060,209,5533,6043,897,207,4230,1019,4228,5511,2428,5655,2784,3092,2616,4826,3985,5933,5123,1288,4296,5259,5793,1814,5124,2465,5136,192,1614,2881,5193,127,112,4297,826,160,3154,3155,1992,5932,1935,2249,1922,1247,32,5919,2446,731,193,2285,5905,6635,1317,891,1177,892,1289,175,33,194,2429,1964,2955,4931,4751,2392,5206,0,5918,1303,5028,2466,732,1978,859,2464,190,4435,1977,191,4328,890,96,161,2467,31,2447,1290,2267,4858,5934,2445,1991,3115,6322,1316,176,5906,3156,2411
46,1045,6355,3760,5226,2652,5547,455,182,5443,1740,2774,5933,5089,5929,2799,5932,32,1319,895,1317,5919,369,2471,1814,192,2955,5793,891,892,2465,731,193,191,1992,160,3155,4931,1993,2467,2466,5905,1687,194,3905,1318,1289,5568,3115,1177,3156,1964,1815,2429,6680,890,5258,6286,1682,859,1994,161,4895,1991,2285,175,4435,893,2464,1290,5259,5934,2430,4896,4932,2463,190,1316,1852,3116,5123,5918,1824,2446,176,1977,1965,3157,3154,860,5906,1853,1302,1774,5095,5088,1978,1291,162,5792,2447,874
47,6576,1536,1569,2921,6373,367,1028,942,5777,4256,1598,2770,2713,5165,2912,5028,5193,2576,5178,5000,746,1907,1714,5933,95,16,4816,1247,112,2375,1190,2377,2339,111,80,3055,1922,113,810,4805,4399,4248,5206,5834,811,1694,4841,2340,2376,779,1236,809,79,2374,47,4464,3015,1248,1921,5863,96,127,2833,1264,2338,778,5835,5864,5862,81,114,4840,1894,5192,5848,5027,1219,2974,48,1865,2356,1246,795,2302,794,4249,3053,5849,1923,1908,812,5919,3034,2303,513,2612,1233,1232,110,94,762
