,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
19,371,3341,6081,3397,4455,899,5407,1350,4147,5111,5995,6247,1219,2194,2667,5204,4299,50,4113,1001,3158,3994,6442,4676,5424,3633,461,3827,2891,746,2110,2826,6617,4036,5176,5621,340,3252,2813,1962,6588,4806,4646,1723,6219,6391,3103,2312,2856,2262,6540,2446,1154,4193,4254,6582,6550,1727,607,3075,3171,2619,1005,779,2446,1056,5757,5943,19,4256,28,3334,791,6541,4282,2987,3094,2551,604,5753,2497,1323,5819,3103,279,1553,6001,4899,5696,2289,3850,3738,674,5954,1787,4253,3713,2789,5658,112,3654
20,1657,5069,2888,3548,5496,2519,5352,4531,526,855,5891,2833,2885,1738,6295,187,191,387,5563,3021,4491,822,4682,5207,3093,2375,762,1909,2889,5037,3323,5903,6679,6144,5099,1693,810,3115,2667,1933,1158,239,5652,5381,6076,6046,4024,5125,3038,3135,2936,496,1720,1818,2811,795,290,4526,4841,3121,2119,4455,455,2305,2229,6274,1701,4311,4298,4462,1049,5592,3056,811,6264,6572,4780,2935,2190,5624,2612,4668,1746,2533,4767,5283,4685,794,2340,5208,6222,5706,5864,2392,293,5488,4375,6125,5984,3333,4615
21,3637,6527,2304,152,4155,2940,4840,3868,3402,5085,184,509,2735,891,4845,64,2355,3343,2302,80,4275,6100,4626,521,280,5077,660,2737,2713,3035,5052,6226,403,51,1964,23,1710,1624,4913,1872,805,112,6563,1582,2375,3055,2968,3808,2463,1949,663,189,2113,3958,862,5152,2819,6539,3882,3658,124,1598,1855,396,783,4544,6002,1694,1706,3463,1822,905,274,2356,5595,4841,6518,3048,308,5618,1397,239,3059,5816,5446,2669,155,2604,876,6307,160,1657,5399,3356,5330,3160,4109,5624,6632,98,4805
22,5301,6145,1598,1070,3507,6463,667,2520,4905,2169,2898,5174,2302,2739,1818,5014,5249,1317,562,2752,3466,2374,5083,3313,1407,1689,4373,430,175,2433,3944,2075,2993,1713,3134,326,2577,3054,2347,5762,3144,3021,5433,381,6565,160,4627,2759,779,2405,1910,890,2428,2375,4194,3294,4748,3919,218,3580,589,1168,5868,161,744,4711,1131,2940,2848,3532,2357,2435,1670,4890,715,2562,906,4265,795,2266,1066,5907,2078,5705,4678,4137,5441,4102,31,6137,478,4960,741,941,5044,6563,2113,4453,2794,3074,6398
23,5765,1282,5489,2396,2649,2061,6313,3695,2635,1063,807,569,1818,1027,2593,2972,2183,2839,6435,4684,5910,3302,6659,5870,5002,4015,6362,192,4063,4269,2302,3670,382,3155,3422,3805,5914,6406,1746,4254,1270,2975,2955,5604,2095,2886,5555,1097,4531,1570,226,6058,2538,4409,3284,654,5536,6192,1104,526,180,1127,5437,2692,154,2061,5727,3176,3025,1671,1169,2321,2266,2529,730,100,5179,2434,6354,2721,2267,4634,5257,472,4864,2737,1260,1694,3915,4857,3135,5621,2358,1533,6501,3094,3086,4865,5659,2777,964
24,6575,1360,5400,836,4622,2968,2673,5335,1386,3593,2344,2914,594,2258,3085,2693,312,4816,4839,1451,1247,3122,2916,2994,5635,4139,175,6663,112,4931,5919,5150,5447,50,897,1823,2303,3808,1696,2757,3090,2054,1199,3017,730,565,780,5064,4841,6580,1425,1352,2481,2446,1194,4825,4144,3061,595,1472,31,3193,4072,1154,2982,3068,1527,2429,949,2943,1847,5946,3094,4651,4307,1665,6106,1232,4823,2378,5039,2993,3055,2356,96,1088,6569,3635,2254,2544,3268,5453,1769,4348,1177,1734,2301,2914,111,5303,2936
25,6060,2580,465,2333,6526,1762,2474,430,6389,2550,4045,5492,578,5080,6400,5179,5207,2189,1,4242,441,4921,881,5760,2464,874,2320,16,4646,733,571,3938,5494,1794,1338,176,5948,1444,5541,857,2679,659,1926,6018,5325,4912,5968,2410,767,4301,1717,1672,2465,2375,6383,673,6619,3344,1660,4765,4147,3361,3092,4138,399,2383,2809,3249,143,5832,1222,3184,325,3211,1895,3470,5978,6270,2793,451,2387,2906,1890,5522,2626,3516,2872,5781,4501,486,3681,4841,2122,1969,2032,3005,2345,2954,2804,1507,1913
26,390,3332,2965,1117,1277,606,4047,3128,5973,6273,2711,6559,98,220,2857,4685,422,557,192,6553,4327,639,2596,3208,175,4272,5808,784,1909,2320,2289,6610,6514,2561,2858,4193,421,3757,4647,5622,5324,884,112,176,2678,1663,6547,6409,2581,20,1318,4936,4993,5454,4980,2217,3135,1913,4256,1197,6679,2857,2866,861,3055,210,3419,6076,932,719,4668,6685,3505,2932,4344,3239,2040,2974,6661,787,1880,339,2392,2483,3024,2701,6380,719,2914,6294,1008,3632,121,2285,126,5452,3222,6544,145,4710,5712
27,410,2726,1640,5412,3924,5688,1410,443,3469,5599,1679,549,4581,4848,3061,1233,2371,3404,2016,4835,314,4672,2907,175,2358,796,4811,755,1247,96,898,3035,2357,2642,5165,2134,3015,1705,4856,3184,4823,794,1783,5284,510,3285,1022,745,4013,1821,47,6613,4458,582,968,6133,4846,205,973,64,4990,6310,1719,3155,3036,811,4127,3563,877,6143,2853,428,3139,6550,349,2375,5294,2513,5580,1954,2404,6589,1545,4668,326,2877,2785,3128,4739,747,6376,4548,327,4668,1940,2484,928,1695,258,2356,1439
28,3721,4108,5107,1338,6220,5336,4119,6571,1804,3158,2858,1377,5735,424,3611,4125,1998,2890,3352,4638,220,4529,4011,4367,3603,440,5031,891,5744,3431,4309,763,2819,4990,875,6063,4977,1273,3115,4822,616,3326,1090,4913,5104,3608,3365,2694,863,5459,4901,883,1221,1138,412,4272,1733,2524,3682,4752,4358,1956,3121,1147,2523,2707,1790,5508,4961,85,5276,3428,3135,4484,1797,6292,3814,2021,5291,2489,4603,5354,1186,611,3675,5123,6353,5254,5383,2655,20,3922,5920,1997,4014,5837,806,4737,2499,1281,2428
29,4649,4092,3856,6045,2085,5628,6140,2919,26,6313,3054,6262,3327,2309,2907,2876,728,192,4507,2303,2302,1812,2106,2833,174,4660,879,3494,2491,4297,5644,5578,4213,558,5531,2344,4646,623,6026,3987,4914,1233,2935,3503,1317,4055,3093,3479,678,6013,3309,1247,2822,256,6124,959,907,4877,4481,2181,1278,2375,1132,2691,268,6073,512,4792,1794,4669,5831,921,2923,1362,2821,4016,6474,238,3460,262,115,1633,1578,5451,5507,1514,3222,1583,2980,1935,4312,4484,2296,4598,6684,1841,747,2345,3135,1723,6650
30,25,4327,860,4728,1325,1231,4659,6440,1943,2676,697,2271,1782,3876,2798,4443,279,5049,3094,2701,2975,4081,4339,2003,226,2447,3135,1982,63,2935,4917,5862,3944,6550,5577,3041,2359,1681,2465,3592,6569,4163,5694,2932,5662,6571,4828,1204,4930,5405,5876,2215,5375,1203,3166,3602,450,875,1516,4751,1287,4839,3229,1793,327,2891,2607,915,1799,428,836,4781,3496,97,2358,3028,5178,1701,2446,2876,4620,2561,5622,5006,1746,3476,535,2974,5470,3180,838,5863,1494,870,5028,1725,3907,2994,3918,1007,3173
31,1220,480,4872,6457,5729,3208,6044,3908,4679,5886,4362,1594,176,3885,6460,1753,3154,3034,4841,4842,6538,1465,4984,3279,569,239,5614,4320,3071,6609,80,2291,6283,3350,2375,4523,2410,862,437,3455,2813,3880,6271,3865,5849,3365,5184,3452,2910,192,477,2447,5934,4911,1287,4002,4610,1926,34,2446,3356,6492,6662,2411,623,2401,3155,5709,2903,5661,6480,539,95,2962,1780,3127,6086,6309,5138,4047,891,143,4658,4969,5929,3507,1987,2249,5242,5510,4918,365,299,64,758,2345,3385,5144,3058,668,1323
32,1259,156,2211,2484,4003,2707,2788,3441,434,2729,3774,1038,2345,1714,3074,2465,2339,2546,226,5501,3155,191,5687,2010,4455,6137,3585,420,5279,5967,2321,2249,279,4120,5766,4545,5322,5931,269,5665,4789,2318,4460,2742,4824,1476,3633,4004,1839,390,2502,509,5029,436,3057,3076,4377,6492,1595,3032,353,5628,4205,5650,4346,3739,6164,1224,1814,5453,81,57,5088,1465,4012,4827,6323,3197,4754,5079,3843,2534,6172,2479,1146,3158,1793,4583,2327,869,1939,2450,6,3196,4819,3695,5468,419,2778,2547,3094
33,2231,6481,427,1985,6179,6660,3219,4776,3017,2043,2514,5919,2448,4134,16,5014,4895,379,5316,3051,6650,5193,2567,2131,5195,143,868,577,676,2276,5755,1993,259,3835,1744,639,4129,3115,3930,1964,762,1288,2480,4559,673,4387,5408,5639,342,5158,1289,6450,3054,2375,1806,1697,1503,6149,393,1180,5979,6226,1251,6581,192,6472,6376,5439,384,5430,3906,176,5316,4385,4716,2338,2962,3107,6006,1415,4737,2726,37,1235,3815,5865,1756,540,5401,5182,2935,1158,5662,6398,2330,246,3856,5180,5356,6287,6291
34,306,455,460,1493,1250,1580,2255,1362,3228,2863,5656,4164,4349,5164,160,875,2583,4076,95,872,2651,229,897,1978,3008,1769,3586,6018,842,1247,255,2465,4737,4916,6106,859,6122,3852,4768,3134,2515,5658,3181,3063,254,3880,5123,3615,3632,1109,5694,2818,2201,1344,5802,1848,2411,598,3516,3119,4803,1633,1852,1794,1085,3607,656,48,2061,2693,3047,5012,4536,1797,6210,6393,6323,16,3799,3141,116,593,6632,2415,2133,5716,4231,5982,944,3710,2501,1293,4661,6276,3528,4280,4097,353,3056,4022,5090
35,6145,1592,5542,6243,256,5928,3395,6511,4921,3209,2737,4585,2906,3788,4906,122,3034,110,3138,1879,709,795,996,4822,2813,6042,2829,3265,1920,4749,1369,80,4191,244,5045,4283,4858,2393,5597,2617,1121,4947,5741,4523,1961,762,1817,5651,712,370,2303,2955,5499,546,4157,175,3046,4493,778,176,747,6314,3820,5722,1281,549,6531,3380,422,1825,3925,118,2751,1337,4199,4550,789,497,3224,3921,2681,1713,6488,471,6328,1397,6648,6422,2440,2411,222,1045,1974,3014,3232,6675,698,120,4736,5662,647
36,2119,1327,2946,461,2050,2850,4780,4905,2922,1802,2974,4452,6653,1793,4447,2913,5259,2891,159,4913,4987,3126,4056,5179,4109,1028,3822,4119,940,1869,3308,2898,6389,4297,4714,380,1921,4933,3530,4365,2434,175,3757,1647,5276,539,3004,3769,287,5594,5640,4741,5288,5567,728,4203,1962,1462,151,4930,5564,2050,4496,3626,2013,357,4155,1232,6264,4409,3095,158,664,5801,1888,3561,2537,1481,1391,6580,4934,2428,2081,5255,5737,2484,5256,3406,4500,4370,4687,1519,6380,5005,2760,695,5575,5794,5243,3285,433
37,6548,5775,4796,4822,2619,551,862,2779,5294,2459,2446,1653,2076,6170,5164,3789,1863,274,4164,3996,2138,111,1246,170,6399,4417,5819,2892,811,2751,5859,2118,241,1657,4834,982,4400,6572,6122,4725,3966,1514,2469,5730,2447,3035,1133,6397,1949,4662,4644,770,6622,329,689,4624,5157,2962,738,3999,6017,3135,1282,934,1674,4146,5713,6583,47,236,46,3054,179,6239,4749,28,134,2320,4872,576,3115,2942,5640,559,5863,1694,5996,5967,1997,5001,5763,6614,4159,5849,3930,4893,3183,1358,551,5111,2828
38,6327,4308,4224,1216,2909,2860,4723,2524,4614,4789,1932,5641,3318,3226,6586,6662,3342,1736,4869,4446,4944,3143,325,3889,2465,1794,2447,480,1777,60,2374,4129,4546,3730,6474,219,2521,5002,6492,4127,763,4722,6016,2995,99,2975,4546,6441,4856,4730,3027,3001,32,292,4287,301,1560,3134,6209,5415,8,2318,3625,5654,1758,6552,1718,891,1892,3664,715,4532,730,746,3085,6414,4427,1141,2392,4805,2583,6568,5864,2320,794,655,2265,3115,3000,985,3919,1583,6670,673,4534,3034,5070,3930,3172,1509,2322
39,3052,322,4078,4087,4275,5849,938,2380,3696,1020,2339,806,219,1654,1714,2111,3870,1670,1247,2375,6586,5028,1693,4828,3808,2830,66,826,553,4565,3046,140,2934,4816,3902,96,400,2357,63,95,5671,3095,4356,1935,3114,2643,2095,2175,6061,1903,81,2909,2759,2257,2698,4206,1872,3311,3436,320,5066,2447,1330,4955,4067,1746,2108,5366,45,4218,4277,2814,1698,5343,137,6201,1819,5232,4633,4648,3301,2262,4506,908,2316,5983,1829,6398,890,905,428,6563,2150,1783,328,3120,1587,527,4208,5838,5831
40,3184,5942,2570,4527,6611,1684,4307,4412,76,5357,5655,1694,698,2936,669,1674,5179,676,1851,3877,2378,340,4343,3590,6530,3074,3044,4858,1154,4754,1794,1907,4695,3317,6580,3109,2897,3034,4987,4643,3026,813,6243,5616,3061,3039,84,161,2633,3062,3894,1219,1922,1814,930,3015,2385,1908,1738,5325,2356,3805,1722,3041,6394,2357,107,3135,2328,4826,3091,4667,5761,2510,5493,125,6272,6579,3063,6110,4354,2463,2550,6104,1788,5692,5495,5070,1682,5716,1031,4035,407,2263,3885,16,2876,746,6383,1701,5665
41,5746,797,1692,5501,6450,1884,4206,4308,1684,4062,5221,4137,5821,4077,920,2108,5860,2542,5722,1694,5535,4830,3115,2061,6347,4876,5587,6409,4598,1747,4034,4523,4735,3541,4976,5423,714,4932,4808,1784,2188,2375,2402,2460,2929,2266,6670,2429,2734,2975,1076,4670,2357,4917,503,878,232,2786,3144,5637,4399,2987,3891,717,2087,1547,2481,1450,4884,2935,6490,3636,2640,2410,2488,3296,6531,2490,778,3719,3710,6569,5973,814,2002,6632,3848,3143,831,5314,3149,3931,1714,4064,5295,2286,6683,3261,6060,4852,160
42,4446,5089,5531,1692,5050,5115,6647,944,4162,3334,2375,5027,4063,3201,6003,664,2592,2664,4035,4625,2429,5428,508,2571,3871,4450,6273,4120,2615,4840,1026,3575,2285,4399,2923,3135,2108,41,2070,5784,6251,4822,5487,5907,71,4990,1210,4567,737,5445,284,3035,925,403,1017,477,978,691,4565,1044,3417,4122,6352,4162,2040,6312,793,352,3214,4912,5634,2872,685,6660,3472,5811,6001,3015,2460,4104,2104,6022,1333,2656,232,3649,652,3560,5575,1259,1270,2071,778,601,3621,2808,1227,429,3117,1215,259
43,3958,810,6453,2811,2456,3315,1778,5921,574,3558,6030,5806,160,891,1703,3134,3035,1813,2760,5247,6667,2483,6680,3322,1177,1879,64,2302,3528,4913,3046,197,2984,2366,2345,420,2974,3996,1765,5069,2955,2988,1799,96,2540,5918,4140,1950,6619,3251,1904,4919,4527,1305,2234,4921,6509,1771,1433,3020,3747,597,105,6607,715,3094,138,762,6565,1876,5367,3668,1893,300,5727,1105,2447,2055,3937,176,1934,3120,1681,5219,6613,4799,1563,4091,3042,5707,4804,2550,5619,3027,4265,1603,2469,4109,3668,6341,2914
44,4357,2545,664,5447,2154,838,365,6207,2012,6108,300,2318,2814,795,97,1658,1574,2798,1794,210,5615,2783,4177,5031,2465,423,5722,760,5196,3134,5836,94,2357,5190,3471,1133,6356,5771,1332,3859,5139,420,1274,3950,4040,957,3359,5373,1978,410,2989,2955,4039,5168,2823,4910,5665,16,2068,154,3267,6386,5980,3399,3175,2528,3155,5919,1273,2295,1992,583,3135,2701,4238,5662,4398,3615,6379,698,1594,3154,6595,1091,2284,34,1149,1814,4064,5224,4750,2572,6660,3465,2559,3129,3016,4644,1688,678,6433
45,6056,6521,1407,989,4769,5810,2718,4266,2548,58,4334,3154,3144,323,1303,2994,5077,2991,5164,2662,6585,5609,1601,6610,4930,175,3149,4246,2941,1924,32,2357,6571,1480,4876,794,4735,1694,2744,63,2284,368,3018,2439,143,6117,2428,6125,6503,5047,1876,1814,5262,2275,4916,5724,2447,370,4811,1463,3087,3091,4942,2478,3083,1365,3041,2429,544,2975,6560,2285,3659,6668,2430,6573,3044,6376,5755,3483,3785,6537,4919,1703,3879,1680,47,79,1149,4340,795,1647,598,1622,4754,96,403,4035,315,1947,4361
46,58,2300,2587,1191,3302,2877,1309,5148,6489,5019,5327,295,1521,5751,3944,1753,191,2893,5028,859,853,2763,4635,766,4498,2288,3284,131,5951,879,3555,4771,6232,5994,2837,3443,1574,2774,4097,3355,2410,2092,690,5116,2597,5545,193,407,743,5680,3236,1693,3327,4958,82,5738,2070,2412,4469,655,5433,1665,2409,5424,2267,1111,1751,31,2194,6494,1694,509,2228,456,1659,1822,6660,1814,3052,2495,6401,226,6661,4823,3611,4287,117,2641,2800,947,3960,4637,4507,5549,1206,3579,3518,3497,4910,4280,6684
