,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10,2009,553,5980,5951,4513,4565,3334,6074,5595,2097,1913,6413,5616,2196,4,3185,4259,467,3194,2424,1106,5229,5542,631,1110,19,1454,3155,1728,3905,2514,407,978,3031,2122,6088,26,5062,5806,4003,6563,6425,5382,2107,4974,2770,1252,652,3411,219,2575,6662,247,5113,4098,5393,4032,4433,4083,1403,3418,1618,3662,5229,325,659,2390,4183,973,4878,2778,2393,3687,4544,5689,4225,6306,1767,3700,6231,3789,3179,6116,3332,2687,2304,3122,1365,4220,2374,3493,3702,4305,2481,3890,4074,2909,5758,2810,3829,6618
11,4866,6154,4055,2633,4356,2456,397,2880,900,1001,1044,6411,1924,2774,276,2249,6391,6636,5167,757,104,5891,1201,4063,5269,4410,3561,6071,6573,6225,6439,6457,1824,2758,2211,4900,4913,3109,4814,5379,826,2217,1494,738,5068,2754,198,4347,5965,750,6488,2491,4957,3133,6023,6598,440,5929,4152,1371,172,3316,680,1407,618,464,4791,1261,3884,6556,3838,4808,5070,523,4120,2972,3902,438,2277,1754,4723,407,6017,5676,3486,5879,6235,4856,2409,4543,431,631,109,4371,5288,4153,5422,2671,2585,1555,4457
12,2135,2171,4695,2342,3266,5784,1224,6201,4173,3211,2159,2708,1004,3591,2632,6023,304,2015,340,6042,2067,2646,4897,5597,6262,6113,2794,3281,2625,2246,3884,4458,1912,113,2559,552,4633,3685,4703,3088,4041,868,3353,1171,3124,3444,911,2201,2351,3894,2514,1110,5188,4974,77,5313,5012,5977,1572,2391,3474,3462,3636,6189,663,792,4794,6233,1006,6549,638,379,2905,6106,4879,2744,2061,3551,1783,3073,2436,6632,4063,1269,2239,2993,4966,842,193,3995,4123,3550,3436,4045,4118,3240,5870,56,6147,3047,3873
13,1708,4749,380,1405,6509,3163,3670,4681,538,5311,2649,3310,5309,1064,2534,112,3920,4190,5106,3068,3959,1521,1625,3993,1259,275,2141,3025,3150,2268,5336,4941,1239,6050,2920,403,6340,1179,717,1613,3712,4849,5862,1864,3478,1774,553,3647,1280,3248,2184,3622,3682,2617,1956,3661,4169,1813,2447,5178,4506,3963,6363,885,4104,5099,6257,4920,5368,3184,892,1256,1029,1275,2713,826,1511,1844,5966,3994,2791,2631,205,359,2019,6194,5726,3240,3698,1019,5610,6455,6301,3808,2923,3276,696,2244,3316,4538,1601
14,4524,2441,6063,2487,3352,6446,1292,990,5691,4948,6177,6438,5632,936,4247,123,2972,4659,4673,745,1738,4962,470,938,5657,4192,6304,1814,1171,5033,1146,6659,5600,467,3361,4470,1973,2783,2579,3437,1732,583,1463,5841,2094,4379,5875,2959,638,2557,473,3645,4694,2034,5568,6223,4549,5938,5119,4461,1911,6305,240,3059,1393,2307,4069,2679,728,2810,1746,272,3942,4068,4506,2712,4070,1889,6488,3085,1757,1191,4011,2023,393,6352,2917,2489,3143,2778,2265,1255,1958,2654,4540,3228,4863,1421,5257,5923,1041
15,2399,2881,2754,5721,5194,4910,4581,3621,1007,1254,1233,299,6619,4383,5701,244,3069,4871,4654,5533,4913,2347,2584,3217,1454,1727,5926,1515,358,6045,996,6270,4191,1411,5767,5631,4128,5347,1616,4220,2637,408,2463,111,6120,5761,1940,1096,4021,1390,2403,4919,3365,3227,3438,1834,5804,1408,2585,2089,4670,6553,571,1290,3973,6452,2670,5353,1416,5460,3598,850,2433,6447,4875,5126,5108,6265,236,1465,3189,5016,3655,1735,1896,1737,3157,4256,48,6554,3089,3296,1152,2321,505,3169,5180,2036,1053,93,4463
16,3578,3710,6413,3341,1349,4514,4638,3934,4611,3829,6095,6052,6263,5675,1059,4880,3816,40,641,2554,2029,5601,2811,5941,763,1781,5840,668,5752,5988,3644,6520,4566,4885,4249,5794,2072,6543,2518,1972,3895,2714,824,2206,1540,1427,4441,6074,255,758,6143,6383,5061,2533,207,4035,107,1311,487,4088,4673,4511,5956,1531,5727,223,5570,3581,1764,5471,749,5346,2270,1964,4630,5883,3116,2911,1662,3737,2721,4046,5358,681,2861,1619,4340,4003,6275,2365,4192,6483,4689,4730,3792,3201,2389,3303,1373,5495,1454
17,6334,4353,26,5171,1945,6157,6317,315,5754,6108,6365,6296,2214,5306,1014,5114,1113,5550,6253,6000,6102,1367,1572,371,584,2216,5303,3323,3573,4922,1755,6019,4971,2722,1996,4127,6438,3698,3161,232,3854,451,1897,909,6375,2785,308,875,338,3329,5377,319,2456,191,4565,2271,6489,2841,4064,6022,6570,198,57,5440,447,2697,2610,2006,4487,678,6587,6589,138,5775,613,5811,1790,2547,4224,1054,1643,2584,3876,5361,3768,6102,2927,1033,5683,5212,1979,6055,3889,2665,4359,4204,164,1218,4434,4936,1514
18,3066,572,3661,4425,3532,2048,87,5574,1215,1208,1173,1049,6225,3908,4279,4231,5969,5294,5378,4808,1588,4440,144,1233,2754,5158,1919,1851,4974,3220,3343,2634,6514,3932,5615,4429,3137,5983,716,5197,3851,1976,5112,4282,5896,1111,1443,2559,2589,1111,5215,5889,2901,3403,3018,6531,3126,3610,826,1335,4747,3712,2165,2210,706,481,5975,1865,2524,5620,6384,4263,5068,996,2589,964,2784,3746,4619,3276,6199,4133,5383,5041,3696,655,1893,3842,2923,6289,3026,3936,809,5004,6221,6066,1720,4439,2536,1111,5680
19,161,3867,1870,6637,3997,414,5453,303,1226,5518,2127,4272,280,5283,68,3,4600,6596,1480,380,955,3138,3805,454,981,5312,5741,1038,2360,3556,5221,6028,3632,2135,6348,1120,2557,1412,2652,2791,5421,4664,1783,3395,5401,2933,1451,4016,2518,5883,2134,4382,1202,4438,2425,1417,2878,1484,2987,1034,2609,6358,237,3219,2827,844,3154,6162,6345,3121,2685,262,3858,2388,3193,1544,1588,5884,6068,4341,6165,421,5019,5146,374,5850,3146,6666,1518,1128,959,5710,1583,4474,6215,4839,3131,941,3685,5107,6265
20,3312,5,4600,2394,230,2660,3749,3381,6292,2437,223,4338,211,1413,4162,578,4004,208,6521,2650,2884,2469,3013,1871,6396,6312,3410,1267,4391,2183,4735,6373,5791,6215,6046,6407,1869,5790,280,1194,2520,3319,3409,4630,3496,3124,5019,6672,6597,4434,2617,3168,1700,3777,861,1833,288,4340,6018,4556,5550,2673,4800,2441,4281,5866,1932,1647,5072,5595,31,1067,2060,1040,4787,4541,5417,1312,1883,2699,839,4351,4280,4031,4500,6090,4386,868,5796,6013,3977,2174,3109,2932,5861,1107,4102,2130,408,2043,1821
21,3256,4076,6264,288,3941,3582,3365,312,5994,1339,1684,2987,3551,1896,4078,4940,4831,1422,2744,4222,2804,5690,4970,3297,1561,2238,5004,867,1394,6586,3707,1881,85,2879,691,875,5966,5317,973,5416,11,6591,2141,3725,6330,1083,3804,2482,1698,3366,4596,397,5201,5622,83,2152,5966,3659,5098,4110,254,4585,98,4507,410,4100,2767,2554,3882,3265,1388,2039,27,5698,639,4370,5048,1404,1182,770,5978,1746,2158,4296,3178,342,6580,4456,416,2162,3792,1035,2648,1211,494,3456,1371,3313,4619,3811,163
22,1057,2268,1287,2772,3126,146,2048,1038,5758,6585,1577,4927,5166,411,884,3285,3927,2137,4725,3705,2602,3211,5760,1851,2101,2373,2821,2990,5288,1107,5578,585,3837,3487,6409,191,1356,6641,5173,54,1396,2455,532,5828,4825,1447,2949,5713,6453,3322,3868,2102,3252,538,4490,1433,6538,4986,1177,5900,3026,640,2141,2459,4552,4344,6513,1469,3434,2953,480,2776,2718,1639,2369,5068,3885,5815,6382,1322,2225,1458,3425,4271,2749,4963,2248,5537,3125,3334,5375,4355,2120,2567,4406,3146,6040,1695,5223,2418,6286
23,4540,1361,1638,4090,5195,468,5723,3403,1473,2533,2878,5322,6056,6309,4958,4655,914,834,950,1141,4910,3850,1744,211,5836,1107,6687,5968,3286,6053,2909,839,2577,126,3246,6097,3676,1741,177,1588,6109,3333,2076,248,3365,451,5108,2724,773,5888,340,5360,270,6171,2740,875,1871,4806,4766,3354,1636,3590,3777,1159,1657,895,3156,272,2997,3452,6042,4621,1764,1177,6063,192,3523,1890,6291,1237,3321,678,998,5571,1162,5803,6077,3393,6081,6360,335,586,4237,3834,4439,1189,4559,2707,3760,3278,5537
24,1511,766,4405,880,4052,5413,5160,299,741,3388,5326,2280,483,3264,4410,4535,6625,1953,132,1089,5034,255,2115,2944,1559,3089,2157,975,2546,3104,3804,564,4562,334,1204,5651,1308,6330,6534,6490,2213,2294,1501,4863,1429,2725,6083,684,847,4986,194,2949,4123,3890,5729,2383,4741,6659,1015,156,788,5159,4520,6188,5874,85,525,3433,5132,115,3384,3044,6656,5073,1277,5470,362,444,2378,2312,101,4341,40,2670,2258,55,2386,1369,3356,4544,1304,4633,4139,2138,2337,490,6436,3215,2891,6631,2714
25,3733,90,1184,289,5004,5547,4477,3204,3006,4297,5839,424,668,1344,2352,1494,4353,4847,5260,50,950,6109,5757,192,6309,2013,266,2465,4505,1340,1799,1225,2396,2298,1067,4684,2545,4351,5012,3028,1948,3422,5407,4820,667,6211,488,2059,4999,624,3776,1569,5789,3456,2751,524,6398,1977,6127,3427,5093,3811,3399,134,709,4532,6222,565,710,3074,2412,683,1989,4985,4743,4912,6139,6670,1492,4993,5418,3396,5642,3330,3424,4850,846,865,2339,5813,1386,468,3059,5962,530,2121,584,4917,6021,1347,3349
26,1685,3538,516,1853,4684,5065,687,5169,2416,1090,4335,3416,4359,3376,2340,3096,4590,542,5228,591,6261,6445,3662,2884,813,1923,2916,3376,703,5640,5808,3844,1440,4412,623,4103,4266,5510,6594,1949,925,71,2698,270,1891,1669,5249,1681,5012,1136,772,2338,5980,2681,2479,6585,327,50,2846,5312,2784,4597,373,2675,5728,5987,3514,2639,4433,3172,1042,1490,3892,1812,5339,2691,730,6164,5867,1861,3895,1874,3320,4182,5869,1517,4324,4170,3494,5776,108,5195,6095,6384,1002,520,583,375,5763,5341,3530
27,5484,2209,4997,4117,793,1233,1083,3454,4203,3079,134,3231,4004,6263,5142,3515,3435,891,1035,1601,3301,6407,3916,5798,1852,5355,531,1773,52,1821,5102,3341,2263,5185,5159,2680,4046,2693,1382,5982,3871,6483,5960,2932,5054,2400,320,4637,3685,3815,4813,2759,4563,4654,4006,5652,4521,2439,1362,1748,2956,4622,1798,4752,129,5906,534,4871,2963,4820,5945,4701,3403,1532,544,4800,2803,2959,6658,2448,6654,2804,4138,6150,1455,1363,6178,825,6089,3604,3097,1942,2315,3841,3892,2670,3706,6135,632,1412,2076
28,6432,4723,577,4358,1435,5760,4199,4666,1676,5791,5136,3447,4397,1289,5044,5704,4906,380,5013,882,6492,1591,6510,143,5015,1881,3427,1544,3639,3015,1343,3083,1772,2491,1112,3078,2161,6,6176,170,3751,5113,4366,3347,5770,4373,2720,995,5895,3376,6559,6344,6223,4217,3367,4311,3406,5218,327,5291,179,3086,514,3327,2767,6353,2083,1531,1050,4534,1316,1419,5678,4410,4289,29,2990,177,3820,6101,509,4444,5540,378,3325,5393,3951,3891,2744,1482,5598,4492,1466,815,1788,2646,2604,2382,5964,202,2281
29,2872,118,1455,6604,2097,5399,6549,2450,3537,2077,5904,4215,2529,4679,6577,5724,874,4135,1962,3545,2042,5725,3455,5188,5842,6161,4539,3331,181,2609,5061,5201,5817,5645,2407,6081,1791,694,5765,1527,6305,4950,4118,206,479,871,6382,3810,5735,2118,827,304,1694,4880,6424,1512,1444,3130,6003,5733,4904,4667,2194,3559,5830,3609,5067,237,3225,677,3150,77,6475,3646,4436,927,5218,6133,4399,2673,3984,6347,1466,5268,3890,4184,1999,5982,1411,5299,4795,4286,5577,783,3029,2085,5887,2935,637,3330,1709
30,976,5572,6218,3017,4243,299,5195,1031,4097,5829,155,1125,5480,1032,871,6068,3144,964,4531,2860,4402,5747,6266,4143,641,4803,5005,131,235,5773,609,5614,105,4110,2416,1752,2174,4177,4762,3076,2291,2799,597,6062,4947,4417,3453,3684,5728,883,4427,763,2652,1085,1565,5226,3803,6082,4825,1439,1609,3283,3996,6372,1725,5968,2183,5545,4579,5474,2112,3321,4652,6023,6189,1333,4321,6122,2677,5164,177,2645,1262,5123,2397,1007,1443,1207,4770,5489,3007,4138,1200,5801,2308,3722,5375,28,2316,2538,2127
31,3848,1761,5573,5469,292,1106,901,6248,5018,522,6612,5053,1510,1178,377,4544,2773,4441,4425,892,5430,4945,2837,4999,499,5135,2264,32,2164,5913,6475,1444,2117,3092,4433,1817,594,6651,1220,5913,6422,4976,2266,4889,1497,6389,3938,4825,740,1785,952,3143,1845,3229,325,232,2247,3099,3501,4097,2452,6348,2139,312,5328,4475,3898,3140,2244,4050,3104,6246,3418,2242,3036,3755,4581,619,6162,6271,1261,2705,5291,1770,4582,4541,5636,380,1923,299,5152,3222,858,3686,4573,5084,3306,3503,4677,6497,710
32,2863,5123,5268,4507,5798,3195,3723,3366,4552,5372,6111,2188,3241,188,2278,5970,5019,3748,2519,5716,494,4439,2894,4517,3001,3827,430,1780,4051,5036,827,5282,2191,221,76,1792,5999,1052,5608,4278,2142,3568,4910,1098,2912,4176,5691,1197,233,2355,4512,5977,1,5180,714,68,205,3341,2988,6151,3634,4722,846,2468,4423,886,1603,3052,4571,5346,1490,5990,1809,5997,114,289,3739,94,3835,2632,565,4668,4314,5725,5355,4039,806,4270,3841,463,21,1761,4564,3365,2028,4570,536,6665,3,5817,6565
33,3407,2024,4939,54,4997,731,5477,4054,1754,4145,3111,5730,131,1651,2037,198,3245,2267,4772,4532,3832,3165,904,3962,3214,3231,5388,5163,4143,5675,3396,119,2683,847,287,1238,6214,1373,2174,712,1087,733,1630,1390,2754,242,1909,2288,1777,2896,6655,4892,4679,1415,1866,5904,269,1863,2066,5006,4000,2284,5984,6546,2845,1724,1229,3794,4597,1239,144,427,5573,2039,3695,3536,1984,1091,4126,1402,2762,1583,5500,3772,2029,1509,1588,6243,4640,5575,4151,5766,979,2065,1292,38,5818,4384,2683,1415,2278
34,5491,3020,4107,4592,6062,2371,2978,1178,1329,4133,956,6497,2368,3110,471,4863,5656,1215,900,661,2638,2667,3212,1519,751,3648,5919,3589,4120,357,3137,153,4138,3052,3959,5042,2672,3584,4379,397,6502,6471,922,3221,5398,1203,614,4661,589,2884,3516,2883,2421,1615,2462,2133,562,825,4509,3269,5695,6383,2758,298,5116,3155,812,5026,425,6414,1997,1736,2349,1362,347,1961,5640,5773,6325,3999,3230,141,921,4662,2265,3257,1018,771,3429,1307,2076,2966,3995,895,6383,48,4718,319,548,4001,2434
35,6469,6355,2823,1541,3473,3754,5600,29,4526,5303,981,1826,5164,5831,5477,6164,4447,4313,5415,3538,5317,1394,1335,2192,2559,2564,5959,4949,1569,1050,116,2970,4790,1283,6392,3371,6584,1980,5205,4155,4479,5645,4830,5003,4107,5968,2703,4824,3116,2953,1432,6518,6536,673,2787,542,517,143,682,961,4472,1232,4163,115,3675,6483,5623,5417,120,1509,6353,5329,5038,598,2300,471,1339,1458,3618,1857,3956,1321,2099,257,3447,4367,5361,3088,1223,309,1116,6672,1226,5639,6420,6347,2246,3461,2355,6179,2258
36,3979,6120,300,970,6394,702,4942,2957,4120,6541,4936,2619,2127,702,5970,3713,2409,6668,1988,1648,4715,4715,3761,22,6616,3375,214,687,6676,4755,3818,3329,5483,2046,2972,4788,1776,6384,5663,4897,2543,1395,649,3061,5261,5042,2394,4891,6149,636,994,3237,6288,4123,3228,2094,2494,5338,3339,1165,6645,3048,1214,6126,3246,3578,5173,1493,523,6305,3053,4411,4879,3943,3560,2971,1292,3460,5489,6343,592,872,4212,2836,1435,4969,3375,4025,1671,2283,3025,2611,5758,2764,2632,4924,1902,3787,2246,5844,4851
37,3513,2651,5633,4630,2283,3919,4474,3341,245,4583,1114,5709,2113,6051,2802,3653,5408,4553,311,1477,3761,4576,4227,4577,1564,1609,3220,780,2613,395,285,4186,4752,4613,1157,1773,5232,5760,161,2969,2599,2442,478,4203,1548,4005,1082,2244,2521,6528,3853,6053,4193,3634,784,3784,1735,6622,3239,362,1472,2475,5078,5609,2229,1458,6121,1544,3174,1071,5318,320,6080,5627,1814,5336,96,735,917,943,541,1099,2370,2187,2627,3546,4158,4896,2106,4672,390,1415,4166,2555,1036,2764,3182,1787,869,6549,1016
38,724,301,2248,3077,463,5892,727,1684,3757,2052,1163,809,5311,2985,5752,1851,2125,1480,5301,3986,661,1460,4580,4285,5130,6047,5811,1953,5868,4206,4140,2298,844,3761,4690,3791,5799,2013,419,1578,5392,4855,4446,4319,638,592,3316,5341,3549,2036,960,2888,4992,2716,2503,14,1363,3762,4901,437,5675,4456,6109,6295,4354,726,3333,2142,677,2196,146,2543,5069,3557,3512,345,931,5065,3469,4187,655,6215,6643,1154,4028,5881,2961,776,4492,2626,3900,121,5287,5697,1824,716,3328,1642,4483,4346,2745
39,3661,1028,3832,6071,3528,1797,6295,821,2504,2169,6522,3792,5768,222,1392,4542,5721,1500,2089,4714,1379,1108,5239,1408,426,303,3655,6099,5217,2043,6145,3508,6053,75,540,185,2535,1806,6058,30,205,5395,6131,5209,4918,1491,4851,6611,3960,296,4531,4638,4697,5388,20,3015,1481,1797,11,1828,968,587,1579,4968,2911,1124,2416,444,4742,5516,6326,814,847,1519,1063,2526,5178,194,2401,941,1027,2054,4672,1414,1024,110,5863,3034,5962,5043,497,4341,3600,5718,490,2111,1652,4913,4707,5231,1362
40,6157,538,5596,3532,6489,3599,4494,5527,738,1462,6324,5374,2325,1100,867,5426,6308,3248,2944,3409,1731,3083,1138,3590,6074,5396,5685,3703,5196,3964,2149,5015,1385,1405,5993,1598,91,6006,2229,1438,6220,4611,1770,368,2010,6604,3862,6393,4697,4056,3302,6682,4512,3147,3646,5689,6272,1095,65,6125,1393,1877,6450,6624,5860,3768,216,191,5172,5240,2708,1513,2932,662,1181,4217,3744,5761,4671,3381,6165,2990,1025,6625,5615,2057,6261,3900,1153,378,375,2045,541,269,2164,5741,1490,421,3354,4651,2170
41,6408,5687,6109,683,4412,4964,2561,3794,4903,2044,706,4101,2099,3946,5006,1853,586,5386,6405,5527,6094,6330,4594,2178,2533,2445,3446,2512,4480,4700,4833,2911,4998,4014,5492,452,3525,125,2678,6029,3097,4379,5104,6635,5354,3868,2848,5484,4924,5708,1747,1529,4118,0,2723,1625,560,418,3782,2524,1126,5157,5175,6039,2027,3353,2188,5813,4366,6241,1233,6113,2957,6548,1244,223,1629,2738,2398,3654,3225,1689,6538,3996,2014,2056,2906,3551,125,717,3735,1178,5989,6377,1523,5095,6505,2668,2719,3097,2142
42,2196,6345,6496,5191,5608,1873,946,258,1279,3953,2396,2901,970,6479,2016,5618,5392,1724,1590,4814,229,2303,6271,2311,4139,2343,5381,817,750,5271,2443,5247,5648,657,1517,5646,5555,5781,2547,2896,4242,170,2990,5644,4002,4209,4620,4170,4582,4039,1058,2483,296,2885,4332,3125,2497,2117,314,5858,1011,4944,5679,1426,5859,4660,249,1175,1702,156,3751,1599,6478,3133,2448,6213,5046,2823,3658,324,5665,5454,4972,5985,5852,1327,1563,4377,6193,1721,3450,3422,26,5645,4812,1822,1108,3398,1886,1120,4212
43,2385,4422,1455,2230,3693,5988,4682,5844,3737,604,5900,2815,986,6000,2351,829,793,3477,269,3580,5191,1012,1925,1447,6269,2923,700,1203,4137,4125,2932,2824,2013,7,3798,3101,3644,861,3402,663,4743,5467,2018,6291,4970,3372,3795,3509,6044,3508,557,4003,3300,1746,1009,440,1924,103,2208,2423,4396,3319,4087,1316,6376,2108,2567,1518,2269,1266,1897,6491,1212,4442,3904,1036,912,713,628,906,1058,1529,348,6533,3886,2208,2610,2620,5573,2911,5925,1755,3100,1073,2093,4846,1726,2105,4951,6311,5572
44,1456,5955,2859,4031,6040,4840,5117,2255,6292,5509,3347,4141,4414,2207,5136,5229,1260,3336,6480,925,3325,1529,5734,3064,3495,1560,302,6452,1276,3523,2906,3296,1991,4884,5633,4454,5548,2778,3565,1264,4662,4231,1551,4225,90,3798,396,5881,5892,4175,786,3438,683,3770,3188,2972,4124,1607,2195,1163,1083,5838,3151,5562,5419,918,1941,97,2533,5405,2989,3662,6093,4594,6505,4190,4137,5737,886,5879,2246,1228,1157,4012,4112,139,5389,6071,227,5951,3236,2176,1681,2824,609,4171,5421,5151,2012,5346,5516
45,6159,3787,642,1248,524,803,1686,6648,2189,4173,5683,5447,6348,1593,812,6548,4467,3040,6589,5841,3115,6170,4797,2119,4021,5421,5254,1564,6673,6222,4443,2802,6183,6196,4082,1107,714,3708,4888,161,1458,4184,5689,2141,1734,4413,6419,5626,1804,4603,1284,2049,3432,4149,6275,1505,2737,6493,1295,2708,5225,447,221,917,3092,1142,6322,1497,2878,2689,752,4962,177,1806,1098,3593,1211,1798,5309,3444,6199,5034,493,6624,96,5004,1851,706,6526,2350,4873,4071,3627,5590,5839,3883,2269,2064,2685,300,1778
46,2010,5980,1896,3098,1498,4036,6435,640,4837,1532,6476,142,4588,374,5182,4589,4827,3607,563,3614,2966,3635,4057,1176,4596,1986,1982,4437,1456,4125,4800,329,6237,2461,2619,1148,1363,1183,3002,2662,2316,2248,4148,1706,1514,5183,5604,3012,1865,6563,3992,662,1778,6644,3339,1846,5648,2126,3586,2609,4467,4479,1545,4495,5222,2820,2561,2761,1025,4583,1205,6454,1981,6004,119,5442,6158,1006,6320,4726,3969,313,4577,2890,4763,1683,4562,385,1125,4160,5637,6317,6463,5027,5775,2160,883,4362,5009,537,5105
