,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10,1523,2399,1960,106,3699,3442,2252,1309,1428,2872,2803,4898,4339,5220,2523,5918,1218,5793,2954,2285,5806,192,3014,2975,47,5193,2429,3115,5792,175,2465,5206,260,32,4326,891,80,3154,892,5765,5905,127,2392,128,3155,5014,2249,5932,160,2267,629,6685,1991,5933,2447,2935,193,1852,5179,4063,1992,3910,111,176,2446,174,5876,5919,16,15,5779,1936,1851,0,1814,875,4913,1289,3075,3015,159,5028,2934,2448,2463,1633,5890,2284,5778,1978,730,1318,1950,874,63,95,1949,4309,1977,4144,715
11,5837,5111,3429,5845,3854,1529,2967,6515,975,227,3055,2813,3015,4452,4964,1922,1714,4614,2916,47,5716,5013,1894,2974,2388,2320,5028,112,3054,2374,1247,1249,2375,4783,2935,5863,6580,2464,3323,79,811,80,4841,891,1248,159,2465,5123,5193,2376,5014,4842,2302,1232,2392,5136,5793,5108,2321,746,113,2285,1674,1935,490,127,128,1594,5206,1865,1260,1927,6557,3848,578,5806,2249,4858,192,32,4931,2428,2393,5000,5876,1177,1852,175,3115,1992,349,826,2955,5905,5835,5165,5137,4768,2267,31,5109
12,6585,4791,5229,3346,5371,2501,803,3018,926,6234,2813,2357,3074,2721,2752,5193,3723,4245,818,5109,5028,5234,3806,2375,1927,3054,95,1909,5848,4823,5179,1233,569,96,97,63,5849,4298,1908,2320,1907,1234,144,795,2393,3035,2358,143,5779,2995,1978,1879,2267,5919,762,1694,2356,98,1949,1204,64,2410,842,176,5850,2452,3135,796,5014,2935,62,1653,16,1163,2447,794,1274,1838,1880,4913,875,1713,761,142,2939,5890,4875,1303,2781,5220,5820,1796,2321,1203,5122,2359,5150,715,177,5819,2266
13,4262,4604,1088,704,5815,3144,2464,5935,3802,5827,2783,3115,2429,867,4707,2465,1992,3155,509,1991,192,826,891,1814,127,2466,5933,32,2285,5934,5123,5919,3156,6640,219,5735,4309,160,194,731,193,5089,859,1317,5905,33,4931,2392,1318,2249,4895,1774,892,2467,5932,1993,1964,4751,5918,1994,5206,1319,161,4896,191,0,1177,5793,3163,1260,159,4932,1289,1815,2339,95,2447,2430,5259,31,2301,47,79,1852,5792,175,2357,893,111,126,5090,5863,5028,96,5193,5178,1865,2955,5765,5876,1614
14,3955,3109,2316,488,1169,2531,5596,4105,2791,1768,4405,4391,2026,1198,5187,1859,4422,5919,875,3785,4399,1977,2473,3135,5921,4459,4362,2494,4447,175,1317,5933,3136,14,31,1289,63,191,5475,2447,2446,2449,160,96,4410,4913,176,874,1302,1978,177,5918,5109,890,4912,2464,3155,16,192,2448,876,174,2429,5934,1303,15,873,1316,3035,2445,190,1964,3156,4930,5935,1979,178,173,3115,1991,2465,1301,2463,891,5179,5917,1304,859,1837,4297,4931,17,1794,2267,5905,4914,889,1992,877,2915,691
15,1569,1416,5116,4649,634,3843,1553,6547,6441,5802,111,3154,442,2338,6480,3015,3027,5806,5206,5028,2376,113,3073,6589,2429,3064,4032,5123,47,192,4858,2955,3155,176,733,2465,5933,4459,731,5095,1992,893,32,4326,191,2466,5259,1824,891,2464,1993,3115,1814,31,1317,5122,2302,2392,5905,1964,1774,5089,5932,859,2267,440,173,160,2285,1289,1991,193,0,175,5778,5919,1318,6680,144,2430,143,5765,1977,2391,5876,5234,2934,4930,2320,4931,794,5793,2284,63,890,5820,2249,1935,1302,892,5934
16,6026,5386,3567,6620,214,3937,232,4187,4277,1894,47,2974,5658,5150,6560,2572,2601,4200,4285,1274,32,811,4422,5194,79,1177,5136,3115,2465,5863,2392,746,2391,2302,5793,112,3074,1992,3155,5095,1852,2285,197,2301,2286,5195,127,2375,6546,731,4933,1317,1964,5933,5864,4751,5876,1935,33,826,825,812,192,5918,1318,2338,891,193,2429,2249,5123,2464,2466,2955,892,2915,875,6487,159,4715,176,2467,16,175,5206,5259,0,1922,2447,4841,5193,5028,859,5806,3035,2428,5109,1978,5164,5905,5765
17,1301,5368,4305,3478,3115,2294,6108,5841,2295,5103,689,2780,5754,2464,430,1292,160,175,2429,196,191,892,176,2915,5918,1978,4915,2446,4446,873,2447,890,4906,875,2430,5919,874,5765,889,5594,1289,1991,3134,31,4913,859,2448,4435,696,16,4930,2465,5932,569,1977,4447,5933,5109,1303,1316,1302,2445,96,5220,5905,4914,174,3135,1304,192,714,2266,15,730,190,1964,4912,1838,4916,2410,2284,1794,177,5917,128,1163,876,1992,4911,891,2320,143,5779,5778,5088,161,1305,2357,5028,2411,1979
18,351,3943,1087,5542,1458,5165,159,3603,4666,4599,2753,2820,5136,3866,4453,2251,4462,1316,192,4858,4857,429,1320,2285,32,3054,1190,112,113,47,3154,3156,2392,1247,1935,2955,1865,812,80,79,746,811,2302,1219,2249,2375,2376,5933,5028,1922,4842,4931,3055,1893,1260,5193,2410,5123,5206,5806,2338,5179,779,5863,2301,5065,127,826,5876,46,45,731,2339,5000,745,2428,2465,5793,4841,3155,4189,3056,4350,2974,2300,891,2340,1714,4767,4768,5835,2378,1852,111,4751,2446,778,5864,2356,2374,1894
19,6277,4999,1672,5845,1691,5674,3163,2671,2912,907,2814,6559,589,4328,4381,4447,5027,3559,1907,799,4823,4404,3804,5877,5179,2447,841,5178,5849,176,2779,1294,2393,1231,842,16,2954,5109,3035,17,1838,3155,2410,795,4920,5820,1978,177,96,5904,1694,5932,63,715,15,1303,178,2357,762,5150,1163,3135,1908,5221,3884,5220,1204,2446,4913,143,6680,1879,5848,2359,2267,5014,1949,2320,875,5744,144,5919,175,1977,5779,716,5918,5862,1304,160,2360,4733,5635,1837,2266,179,2994,174,95,62,2935
20,1569,6682,215,3923,346,5412,570,4465,3574,5749,4176,1839,3894,6310,6560,5150,1233,2410,2392,5634,6580,4446,63,4327,176,96,1274,2357,795,5919,2447,3094,2267,5890,761,5014,5179,875,5220,143,4733,2320,877,2358,5849,4237,16,3135,762,62,1949,842,4987,3035,144,1879,1908,2994,4786,1203,6539,2935,1645,95,5178,5848,1204,2356,3687,111,4823,1303,5779,5013,811,5820,142,4840,5180,715,3036,5151,4876,3906,5109,4913,2318,4914,1594,64,2448,5000,5850,2266,97,5821,1909,1978,2374,5108,1838
21,5285,650,5476,4681,4357,4827,1449,3222,1065,4525,2820,2907,805,699,2383,2358,3035,2392,1653,1949,2393,5863,1786,112,2955,4459,3093,2375,2360,746,3074,2301,126,97,127,1922,4260,47,2830,3054,5848,4434,5904,1992,1190,3136,811,5905,1935,4460,1924,5014,80,5123,4155,4841,48,5000,32,1320,1247,2285,3055,3155,2302,1865,2428,5876,826,2287,113,79,1260,5028,1177,1864,5862,2339,159,1219,6580,2974,2467,111,1894,891,5778,447,5806,2338,2465,2300,4768,1963,0,192,1893,114,778,2266,5765
22,5978,293,813,5653,1102,830,751,6359,2766,1828,4362,3154,4952,176,5848,1908,3094,1753,2267,5820,2551,1978,837,143,3794,2935,1163,5220,5890,6661,191,1949,3054,2899,2357,3135,1303,5014,2410,762,5779,63,5919,16,177,15,2452,5109,875,5028,1838,3035,5179,5849,144,882,2447,96,2358,175,2268,3693,3134,4913,842,2284,1204,795,5932,5206,5180,6619,1274,715,5150,1839,4915,2356,95,1234,2321,2320,4824,2319,5247,1879,5793,874,794,5850,1233,4823,1304,2448,5149,4876,2409,3155,5792,5123,4786
23,4902,1688,4454,381,2566,5929,2800,172,4915,4469,5252,5918,21,45,4327,5150,801,2447,5013,4362,4399,3035,2974,4387,192,6561,62,2356,4376,95,1714,3134,63,5862,1233,2935,64,96,2357,5820,795,5028,2320,4823,1908,5850,144,2358,1909,2392,3094,2374,5179,763,1921,143,2994,5919,111,762,5014,1653,1978,5192,3055,747,2321,1907,794,5178,94,2339,2954,5849,1936,5220,5890,2319,2355,110,97,5165,5821,1922,2267,2303,1234,4840,1879,2410,112,796,2375,191,48,2284,128,1204,4805,2322,2302
24,2320,5027,1534,6257,2462,1618,2416,2833,3080,2967,2465,2375,1703,160,5178,5235,2374,3115,5077,191,5246,2303,175,3135,176,5475,2429,1794,5000,4913,159,190,4911,1852,4931,1865,5932,2447,3134,2467,3136,2955,2393,192,3639,5013,1289,1317,5028,2249,4933,128,731,5905,811,2285,5806,5919,1260,3035,0,5026,1318,732,2974,2267,875,1978,874,2321,4459,4932,127,2340,1921,47,79,589,891,5765,1964,5192,1991,890,1996,1803,3155,1694,1922,5793,3015,5863,48,31,5109,3055,1950,2284,842,112,2392
25,164,2873,4819,5805,4694,1112,6026,2935,2850,5040,2178,5221,6680,111,95,4918,4753,5028,5779,1852,5014,629,2410,1977,143,5848,3015,1287,5863,48,2302,80,3274,4285,3055,2994,5193,176,112,2845,5164,4309,2374,2392,5136,79,2375,2378,4249,2339,1894,781,3014,1190,1922,2321,1865,2284,5835,5792,1674,5932,96,1893,2428,746,114,127,5000,5834,2393,2429,780,5806,83,5807,1219,5849,4841,1247,2320,47,195,2818,5207,810,2357,1936,795,811,2266,779,5137,4850,2285,5027,1232,6579,3094,3035,2249
26,1428,249,582,2523,1820,2049,3842,1498,5967,4115,4848,746,2200,3720,4388,176,2995,3095,420,795,5108,1653,4411,1274,5849,96,2357,875,1908,95,5919,97,1219,2692,64,5779,4272,2358,2410,1879,2935,63,1838,2447,2320,143,842,16,4823,1233,62,2994,715,4786,762,4824,5179,761,5820,1949,3035,5014,3036,2356,2375,5220,1909,2319,5180,1163,5848,2642,2411,3094,4374,142,4825,2267,5850,17,2321,1303,1204,5150,5890,5891,4876,2409,4913,5178,841,5918,1878,796,1948,5821,1694,2303,1234,2993,3730
27,2594,2929,6078,3785,1287,3856,4135,3488,1857,1565,5475,2906,1908,3815,1233,5863,111,1694,15,5848,5014,3386,63,2357,3034,5179,1909,101,2356,96,1949,3054,62,699,762,80,714,64,4805,95,779,1880,5835,94,5013,1693,2994,2321,2358,1232,5849,4823,3024,2339,795,5178,1907,2267,1921,4824,4236,794,6325,176,3016,2464,4249,2375,3036,97,48,2428,5150,5151,47,5192,3155,5136,2355,112,1246,127,2374,810,32,858,2303,1713,2302,159,3075,4841,143,5165,5221,79,2975,5137,4806,5122,3035
28,5916,3415,2735,1044,150,869,5627,5603,63,1501,194,5077,2456,3074,1596,5123,2955,191,1978,2464,4458,1317,5737,1774,182,192,160,2465,193,5933,1821,2429,32,5806,891,2285,6680,2466,3155,161,731,5259,1992,5934,33,4841,5793,1318,5206,158,1814,4459,176,79,112,2392,3964,1865,3156,5165,892,127,5932,1852,2375,16,1177,5905,1674,5765,0,2302,5136,1219,2446,826,5028,5095,4912,1815,80,4751,1993,4931,5876,6580,2338,1921,2286,47,4363,699,2611,1935,859,159,2339,5124,4858,1922,5178
29,649,3503,1382,2419,5940,3918,4766,6478,4599,5381,2392,2974,1564,4935,2471,4160,1935,2469,126,192,6580,1922,127,891,1177,3805,1852,1926,2302,2376,47,2465,1318,2954,4459,811,2466,32,894,2285,33,3015,1260,1992,112,1247,2955,5028,3074,4768,1908,746,161,5136,2375,2830,731,5933,31,2831,5876,1190,4931,732,159,5123,5206,160,5934,1317,1865,3055,193,5193,5793,5806,5013,46,79,3135,5863,2393,1880,0,191,15,5164,80,2391,3075,2428,2357,5000,4841,2411,1879,63,5095,5165,5835,1824
30,3246,4319,3132,2830,767,3366,6535,4478,2077,3638,440,2791,4387,4199,64,176,4438,2446,3074,2303,4779,3015,780,1922,1935,4459,5919,1992,112,1321,2906,6666,5876,826,5835,127,1247,779,1190,2392,47,5028,2302,2974,5863,1865,2285,32,46,2377,3055,2375,731,3155,192,2286,746,80,5137,5165,5877,1674,1852,1248,812,5933,79,1177,5806,111,2374,811,4399,1260,2376,1893,4858,113,159,2338,4507,1814,2465,5027,2249,2428,4751,891,4768,126,33,1733,5206,160,2429,2301,1964,1894,5193,4841,2391
31,5107,4617,3741,3009,137,4693,627,4683,1982,223,2994,6660,63,96,1693,2267,2465,859,1719,5933,2876,4350,5179,64,1926,5150,4362,5862,95,5013,4387,143,4459,2935,111,80,2783,81,127,1978,5919,811,2284,175,4768,5000,1908,3035,5206,32,4905,5137,759,2374,112,5835,2339,779,5220,4841,48,94,3056,5848,3806,2393,2302,15,1865,5849,5820,1317,5807,1302,144,113,1260,2375,2356,1963,1894,3053,2392,2428,5108,5028,2320,5193,5027,49,79,128,192,1922,5863,2447,2249,2338,0,5920,47
32,1962,6593,3167,2380,376,352,5997,649,5418,6652,5028,2816,1865,2907,5192,2814,5065,4296,1978,4930,5955,4387,826,5918,2278,568,3035,5905,5108,16,5109,5150,5077,878,6676,160,2392,175,1245,140,176,2935,2393,5919,1879,178,191,2447,128,1991,5122,2410,1204,3094,4913,63,96,1838,1163,143,141,1303,1992,80,5220,3135,2228,192,2267,875,715,2465,5848,4144,31,1316,15,3055,94,64,177,1851,1304,2266,1964,2446,5890,3896,4733,5778,2429,1949,795,144,5136,2411,4732,5849,2464,1979,5834
33,4446,779,3739,2503,3358,6678,4044,3048,2564,3796,4339,4930,2320,4458,5089,5234,159,4896,3055,192,5177,3155,1302,5933,2285,2465,5932,1992,5136,1317,1814,32,3134,4386,5919,2429,175,3135,2466,5765,2934,891,1965,3154,160,191,4895,5077,5934,5905,2974,193,894,2249,1177,4897,2464,892,112,4787,859,4447,2357,731,5918,5235,1993,2446,31,875,5876,714,4931,176,890,47,15,2447,6680,1978,2393,5014,5220,0,48,2266,1851,4751,2975,4435,5000,794,1964,2392,80,3985,4399,1949,5179,4733,1991
34,3336,1377,4851,1549,2440,6240,1520,4035,4522,6045,2994,6686,2914,2459,875,99,2356,4750,378,2954,176,1946,4144,1317,2934,5014,1838,4447,2995,2357,1837,1163,5013,3135,143,3136,16,63,5919,177,3134,795,3035,1303,1204,715,62,5890,2447,3036,1949,320,2410,842,1978,2320,5821,1274,2446,4913,762,4874,1614,175,141,5109,5247,96,2358,2935,5077,2318,5220,1879,796,1304,5779,191,3137,5179,1921,2267,1979,18,5849,876,5150,2409,5820,144,2374,5920,4876,2268,4733,2266,1851,874,4786,5891,2319
35,3939,2184,2327,4381,5500,4619,2525,128,365,3777,3135,1964,4447,2285,4435,2447,2465,3115,191,5735,1693,5905,3014,4448,3134,192,5933,160,2429,4931,1774,193,3074,4338,892,175,3154,5122,32,2410,5919,891,4309,5792,1289,1992,1991,176,5918,1814,430,4285,4895,2466,874,3155,2464,2935,6680,5259,1316,5920,5028,5109,2375,1317,5932,4386,859,2357,4932,1852,96,811,5765,31,2446,875,5247,161,5793,3872,4913,127,2915,4924,1978,112,2249,1993,64,0,2467,1824,15,1694,5876,5904,1977,2392,3035
36,877,3731,1156,338,6676,935,613,3269,3312,5963,890,1494,2551,6619,578,6689,2472,4298,176,5779,5919,79,5917,669,174,2447,5179,177,1303,5109,3135,143,2974,2454,1978,1794,2267,16,1838,2446,175,2465,4913,875,715,191,5890,1977,1979,15,1163,2285,3154,3095,2448,891,5932,2411,2268,4733,1302,5077,3134,5792,2464,2410,1274,874,876,3155,144,3115,1991,5123,47,31,5918,5933,4399,5258,112,5206,2320,2266,714,2392,1316,4914,111,5806,4931,63,192,1976,96,2934,5028,32,2393,95,2429
37,6270,5017,5718,2166,4515,1680,3312,3559,4565,3184,2859,2974,5077,5933,2447,1713,4918,4447,175,99,2935,3155,1795,16,229,1814,5779,5919,176,1978,1594,875,3135,1303,3054,2357,178,1302,5932,715,4913,1991,5778,5918,4914,2267,3154,191,5109,876,2448,1977,1838,177,6184,20,143,1793,4733,1794,3134,2449,5220,5905,1694,15,2445,842,1163,1979,2268,874,5917,716,31,2446,174,5780,5000,2284,714,2410,872,2450,4915,4297,2356,2464,2266,1316,2429,4912,730,2339,5934,192,873,5137,890,5207,2915
38,5976,4715,3639,492,1881,3028,3802,6674,1842,4169,5877,2994,874,3794,4822,2876,4375,96,5028,3055,3056,5933,111,2339,1219,2285,2410,2814,5863,5193,3805,2392,47,4338,5932,2267,95,813,191,175,1907,2907,5779,1894,4954,5136,5835,1233,1936,112,2338,3054,5864,5014,2357,1908,127,1247,80,2340,5806,5834,4840,5052,192,4751,2356,5836,2302,2321,826,1921,32,795,779,2374,1922,1218,3855,63,810,3033,5192,5179,589,3784,2375,1189,1250,5848,5123,1978,1865,811,1964,1232,0,2446,5890,97,1963
39,6463,1849,383,3148,1942,3450,1173,4639,4961,3381,4060,811,3954,2902,5923,852,5206,5136,176,1176,3794,127,6590,1247,1694,2285,112,2375,5862,5028,5014,779,810,1922,113,2974,1923,1248,3074,329,117,3154,79,3055,5835,5193,5863,47,1894,4841,3034,5123,1633,1865,192,4823,1924,2376,4751,4339,2464,3157,6680,2302,3014,5806,746,5864,114,80,3015,2340,5013,5165,111,5876,5834,826,1935,32,2392,2391,254,4858,95,1852,159,2356,3094,2338,1249,5192,5166,5793,5137,5194,2374,1219,4399,2339,5207
40,3233,5406,2137,2215,4556,1866,1615,1627,1225,3999,112,2974,31,5193,3055,3056,440,1935,5028,2465,3869,32,4831,4064,2816,5027,5136,2339,826,48,5000,4459,47,6540,5933,127,16,1852,160,191,2428,2955,5793,5674,192,4309,2464,1992,5905,1317,1794,2429,5247,589,5123,1814,5876,4327,5932,0,193,2285,5109,5206,891,175,1991,5792,2302,2466,859,5806,3134,3135,2915,176,5919,890,190,161,1819,2392,1177,731,2430,1964,1851,79,5095,5220,5765,15,2446,4931,2375,1289,2409,479,4964,2286,5108
41,908,2474,5388,1103,1968,337,2206,5410,4580,2142,43,300,4249,2813,3115,826,5246,47,5905,2392,2429,3944,1594,4931,5123,3155,3074,191,1794,731,5933,2955,5027,1623,4399,1978,161,4410,811,2285,0,891,3156,1317,2467,2302,2465,2375,5136,5150,2974,32,1992,1,1852,127,1260,2447,160,2286,5206,1190,859,2466,1964,890,192,5793,193,112,80,2391,31,5095,5934,2411,1784,5765,2430,159,2249,4768,732,3035,2464,746,1922,1994,1993,2267,3907,4895,4752,1865,2376,779,63,15,699,1991,5109
42,3495,2696,1750,6657,1152,4084,5476,3723,1783,3457,1303,2814,4447,2892,4362,3886,5890,63,95,96,5220,143,794,176,1274,798,1233,2354,2358,1908,2360,99,1204,4827,111,97,48,4387,1232,94,4678,2357,2375,110,2321,2908,795,5179,5862,5848,1234,1246,1922,3035,1894,2975,1205,796,4823,2356,1907,1879,1921,98,6566,5835,1909,2374,80,1715,2359,5193,4841,112,810,2339,5028,144,1893,4824,779,1695,2935,3036,3055,113,5849,79,1247,1219,5834,64,5863,2994,891,5150,5207,1865,5821,2355,4375
43,878,5735,6562,2625,5904,4240,4211,5107,3687,6322,441,1894,3908,3809,2267,5919,2671,5122,2447,4361,2860,5869,143,1991,176,5779,1978,2448,129,5849,715,5890,2631,1163,870,3135,4459,2446,5918,1979,1303,1304,190,1838,5920,875,842,2455,4913,1997,4914,16,1302,177,175,3136,17,2821,1977,5109,191,2464,1274,2449,1654,15,2410,5220,874,1837,876,5921,5932,174,3877,2994,4912,4733,4915,5179,1992,63,178,31,5820,1949,144,2266,1879,2357,3137,5933,1289,1308,179,5123,3154,890,3056,1950,5778
44,1819,2902,1995,5648,6348,493,3859,3719,4506,2872,32,5089,1318,5123,3015,2915,4411,1994,2955,112,3675,48,0,2285,1317,5122,192,3135,4447,3134,1964,1991,5919,219,1950,5904,2447,891,1852,176,2303,96,1614,3803,5013,4459,175,1303,6089,875,5918,143,1978,177,16,4912,191,2935,2891,5221,876,5000,2249,1163,874,64,877,5778,1908,3035,15,795,2320,31,144,128,1316,5028,3155,160,2392,3074,5108,1274,2393,1879,95,2267,3154,1977,2284,842,5905,746,5932,2994,5193,5220,5891,2428,798
45,2196,161,1141,2838,5687,2226,2623,4469,5237,1512,5206,1317,2466,1614,3094,2392,859,440,5863,2465,193,192,3055,359,890,5848,32,5905,176,1935,2428,6680,31,2954,1978,1303,3154,5122,5933,0,3135,1837,1190,5778,2934,5077,2266,160,698,5027,3134,1838,6564,875,1949,2935,5108,2448,2285,2339,5178,4876,191,5220,1260,2410,143,891,2374,5247,1866,2994,2249,5028,5193,1992,2303,112,5165,79,5890,2429,2464,2320,95,64,5820,5821,2447,48,5014,5807,811,175,128,5849,1865,3015,2936,2267,63
46,272,655,4013,261,2427,5850,3882,3899,479,4723,4375,3719,5179,5863,1246,4297,4975,5150,159,5323,5193,3518,1694,4298,811,3034,128,795,2356,1908,810,48,2357,5180,4327,2339,95,2320,763,5178,2374,2321,794,4841,2373,2358,5862,3035,3055,1233,96,111,1232,779,3054,5014,97,5849,1907,2447,112,5027,1879,6460,63,3114,793,2375,4823,1910,64,1234,3036,3056,2355,176,144,5821,5000,4824,1866,31,1909,1949,4248,5848,1219,3154,80,127,2340,79,1922,1894,762,2376,5834,5165,1247,1235,2465
47,5118,2999,365,5566,2279,4902,1294,1871,5949,5782,5123,5193,2898,4690,3074,669,112,5014,5862,47,1248,6579,1714,113,1922,4350,2375,3055,2339,5793,811,2974,1247,2376,5028,5000,4841,812,5863,80,5194,2383,6580,5027,96,1894,32,2302,2357,3015,4805,1865,1921,1249,2378,192,5165,5876,5192,5835,114,5806,1190,6480,95,3035,4768,3054,2374,79,795,1250,4842,4806,746,111,5834,779,48,2338,2447,4386,1219,1923,5849,3034,4824,5848,5029,1893,63,2955,891,810,1907,339,794,2303,2340,2356,5136
