r1_temp,r1_pressure,r2_temp,r2_pressure,r2_c4yield,r2_c5yield,r2_ron,r2_pin,r2_Hydrogen,r2_n-Butane,r2_i-Butane,r2_n-Pentane,r2_i-Pentane,r2_n-Hexane,r2_2-Mpentane,r2_3-Mpentane,r2_22-Mbutane,r2_23-Mbutane,r2_n-Heptane,r2_2-Mhexane,r2_Cyclopentane,r2_Mcyclopentan,r2_Cyclohexane,r2_Benzene,r2_Ethane,r2_Propane,r2_Methane,r1_charge_heater,process_yield,process_ron,process_Hydrogen,process_Methane,process_Ethane,process_Propane,process_i-Butane,process_n-Butane,process_i-Pentane,process_n-Pentane,process_Cyclopentane,process_22-Mbutane,process_23-Mbutane,process_2-Mpentane,process_3-Mpentane,process_n-Hexane,process_Mcyclopentan,process_Benzene,process_Cyclohexane,process_2-Mhexane,process_n-Heptane,is_valid
128.0,70.0,128.0,50.0,0.0187966526145208,0.0884544056112875,76.9894751049069,101.778401772311,0.002057721280241,0.0041728107759282,0.0074816935885934,0.133040625766921,0.262256050103386,0.0959758449449131,0.153187318285406,0.075681551867036,0.1353152079426429,0.0429710836491581,0.024849432253949,0.0024022447604998,0.0093962531234933,0.0231296598299484,0.0216163818566558,0.0005725122887471,0.0020395138185879,0.0026993104968227,0.0011547833670701,5938780.36416994,100.293595808728,77.152846943141,3.40734450047024e-10,0.0003417999488589,0.001386877723836,0.00231142947125,0.0070010033456351,0.0040147473117063,0.263472634747505,0.133658149864915,0.0094398679903911,0.135943302792004,0.0431705438760126,0.153898373408146,0.0760328458611063,0.096421340522916,0.0232370214367995,0.0005751696937042,0.0217167196396348,0.0024133951958174,0.0249647768290264,False
136.0,50.0,144.0,60.0,0.087950209027798,0.252735996301286,82.8789887443557,135.710658625032,0.0015614528216681,0.0068417610371866,0.0114442851606282,0.0664126745063208,0.3288839244994699,0.0479387503881048,0.1335278370343,0.0572921216626011,0.214070885645446,0.0499557350376088,0.016309657476375,0.0109420142390487,0.0093962512964138,0.0201862321318064,0.014711748192641,0.0,0.0028972050292501,0.0064726806986052,0.0011547831425251,6203729.52459953,99.4290119172599,82.6333450004606,7.19908006412212e-05,0.0004363201636968,0.0020016996995266,0.0055239686792165,0.0106437631095913,0.0064954162537716,0.326480794027288,0.0664946315607532,0.0094956297063436,0.216804649750504,0.0506215504997929,0.135310525527307,0.0580580124006419,0.0485799902055725,0.0204562612909533,0.0,0.0149085577094017,0.0110883936414104,0.0165278449735871,False
128.0,80.0,136.0,90.0,0.0891897402504707,0.284073045000172,80.0080196616897,119.241268432872,0.0019058290975904,0.0048570081101569,0.0080084137698304,0.0972079750459771,0.298088658239384,0.0681258114028652,0.146372020939577,0.0686624899279313,0.17479082377618,0.0461948037037612,0.0231072225555498,0.0041444515231009,0.0093962521112436,0.0242103723877183,0.0181862826320308,2.34657250232795e-06,0.0021961279335365,0.0033883270283981,0.0011547832426663,8362228.18955525,99.5877081520546,79.904846426413,0.0001699451997456,0.000430230389872,0.0014750443575377,0.0028447826024696,0.0073833522366236,0.004580838179481,0.295706475728779,0.0974141009564382,0.009493874795132,0.176804447985693,0.0467374049643106,0.148092464408028,0.0694699460644988,0.0689271333480685,0.0244951486938535,2.37418278425609e-06,0.0184002046552392,0.0041932020554843,0.0233790291959606,False
162.0,60.0,164.0,70.0,0.167413769389262,0.456642416604438,84.2006828633915,133.453664756817,0.0001155226209065,0.0256195740138216,0.0392847436272381,0.0698027495460831,0.325493799678622,0.0420888210277012,0.116198141843782,0.0501435613400482,0.168834179576479,0.0490919644339456,0.0074673000919793,0.0197843681915461,0.0093962501131109,0.0213568960055724,0.0122421265670146,0.0,0.0089265850826257,0.0329986332424236,0.0011547829970992,9214762.31997642,95.6767724806251,84.2100648517099,6.50681960696149e-13,1.2221930420013e-06,0.0050709678355771,0.0274834164808173,0.0363995027663019,0.0243028098927501,0.324704779632069,0.0702214813304468,0.0095570630601543,0.172745869180505,0.0505728251849909,0.119829773187691,0.0518370846680193,0.0436709917061715,0.0221943301259545,0.0,0.0127801597419642,0.0207690770456377,0.0078586459672569,False
150.0,50.0,132.0,60.0,0.0139918457255672,0.0467332787770003,83.6480677882196,134.539736906917,0.0007723142211489,0.0146607397378145,0.0268594306105309,0.0689705413926822,0.32632603908183,0.0466086485890489,0.123715355673095,0.0541859931819172,0.1910106351514379,0.0521015260563944,0.0083685100027283,0.0188831604351526,0.0093962508559229,0.0172063839831611,0.0141845194324803,0.0,0.0059021934333246,0.0196929750729401,0.0011547830883896,355190.209162295,98.3471041378649,83.0846125371751,4.01216735703204e-17,1.98590560512698e-11,1.6556146051333e-05,0.0152104159681804,0.0252683564186984,0.0141149299676221,0.327460244790617,0.0696797647567719,0.0095702162067724,0.195247655424653,0.0533626916180572,0.12672632240386,0.055510996303369,0.0477511574744822,0.0176282532759156,0.0,0.014532396955643,0.0193462869410907,0.0085737553283574,True
150.0,80.0,146.0,80.0,0.0833309939891885,0.235904212276683,84.0023540095185,136.73394417187,0.0007162160855964,0.0156218211323161,0.0261835902306756,0.0657620717687792,0.3295344901900269,0.0429133956282895,0.123305903982965,0.0525492740374846,0.198090576081051,0.052315176629122,0.0081017107515735,0.0191499584098383,0.0093962504158022,0.017281646064825,0.0121287721192163,0.0,0.0059390850916363,0.019855278346502,0.0011547830342995,4552674.24967644,98.0041354840453,83.5653707146477,3.7751854817220105e-15,3.0924791700763e-09,0.0015686116418928,0.0167619706102531,0.0244981538758374,0.014931290011281,0.32878044509179,0.0660753337468272,0.0095233568949607,0.20171096283476,0.0535566984414388,0.12634089636223,0.0539164232192873,0.0440895224493255,0.0177596844134066,0.0,0.0124689267028592,0.0196882605835144,0.0083294600278539,False
162.0,60.0,150.0,60.0,0.0482740103711537,0.135891370481149,84.5481667187529,136.467171129666,0.0001832037869233,0.0238577480162935,0.039314498032122,0.0663031568841226,0.328993406098476,0.0391766830493558,0.1130216023358969,0.0482071840670754,0.17862422256373,0.0495699656939499,0.0076399760145398,0.0196116932174521,0.0093962504401378,0.0205617177353987,0.0136682630395931,0.0,0.008702567399408,0.0320130785882337,0.0011547830372903,4722085.30106139,96.3078490163774,84.2701774983982,1.41433086738278e-15,3.91791925162711e-09,0.0018962211244709,0.0260925182807175,0.036577895520807,0.0227674539417831,0.329942011175348,0.0670278251885522,0.009593365538859,0.183312027311677,0.051180828772658,0.116813741946052,0.0499302849216753,0.0407062062495068,0.0213899428979988,0.0,0.0142641967844378,0.0205125623518732,0.007992914075662,False
148.0,80.0,152.0,80.0,0.179865800376728,0.493044571316528,83.8019231183869,135.825985143176,0.000770367193014,0.0148366076572388,0.023961666340972,0.0668057267425426,0.32849082670804,0.0442482151326326,0.126726803168914,0.0539359457163267,0.198150334571676,0.0527153191400779,0.0081850793459303,0.0190665892289262,0.0093962502135606,0.0168862544822109,0.0109748675316622,0.0,0.0055501565831531,0.0181442072336779,0.0011547830094443,6703385.29015488,98.0024233924335,83.4730570705164,8.13564974965176e-14,4.99562033049615e-08,0.0031616039576657,0.0154861816057505,0.0223645585318569,0.0141313705730054,0.326585676236929,0.0668948710628985,0.0094942202742999,0.201205882802414,0.0538364517485704,0.129548616450095,0.0552359912228395,0.0454145760750159,0.017340742807068,0.0,0.0112811066807371,0.0196027828672385,0.0084153171473315,False
158.0,60.0,138.0,50.0,0.0176199004788337,0.0531021871021505,84.2735904496534,135.677577465791,0.0003254357978993,0.020805378633387,0.0367380698313926,0.0676304731231811,0.327666099322256,0.041731269340515,0.115340083414273,0.05028910349568,0.1808874359917719,0.0509629338298521,0.0078349981819171,0.019416671702441,0.0093962506650707,0.0186828933214816,0.0143532802478906,0.0,0.0079745661542327,0.0288102738818233,0.0011547830649341,1275197.55840902,97.0691685819069,83.8060079408297,4.65818166308518e-17,6.25671212647744e-11,7.0265623331059e-05,0.0226131020573567,0.0343957387967804,0.0199838621049548,0.329612665187053,0.0685246395506827,0.0096023255342131,0.18566643658641,0.0525842993439208,0.119118417045732,0.052019840060264,0.0432522239148227,0.0193729632025911,0.0,0.0148957365944452,0.0201546489017938,0.0081328354330802,True
134.0,90.0,134.0,50.0,0.0261534485477919,0.0868033333391056,81.8583218841066,130.78910155753,0.0017656057489105,0.0054756779554962,0.0097694046813981,0.0748128436481503,0.32048378693253,0.0552892291788829,0.136360047847979,0.061316304810532,0.202706676236585,0.0474036076192357,0.0201065687009691,0.0071451051912215,0.009396252046953,0.0215207625694152,0.0180470799691086,0.0,0.0025039016593105,0.0047423619685568,0.0011547832347651,3874641.30505926,100.158352025,81.7485476554431,4.02096158547577e-15,3.6497442523181802e-09,0.0012618014158092,0.0040682532408293,0.0091593178000351,0.0052419886090271,0.32224319692414,0.0752590102012189,0.0094526037481068,0.203922568112024,0.047687953865261,0.137177991079948,0.0616841055658956,0.0556208777189678,0.0216498526414839,0.0,0.0181553346676394,0.0071879641116873,0.0202271766481783,False
162.0,60.0,156.0,80.0,0.0852741373078683,0.235998588859065,84.420691666325,135.365181829458,0.0001590946719778,0.0245359150423659,0.0391786871948023,0.0675946125161734,0.327701944307583,0.0402011316429741,0.114385308186719,0.048867350732713,0.175249334731741,0.0493188590479082,0.0075338001205867,0.0197178686868157,0.0093962502937414,0.0208963633138523,0.0130143022612328,0.0,0.0087727130983982,0.0323216811311158,0.0011547830192984,6603943.97645464,96.0425006079922,84.2665311870096,1.33258607293235e-14,3.19432276249789e-08,0.0033782317576324,0.0265128831227928,0.0363464537769998,0.0233369660151303,0.327848269456191,0.0681839404448703,0.0095775370759434,0.179617744296771,0.0508735849814234,0.118114127840564,0.0505748157323283,0.0417486381488655,0.0217305721723689,0.0,0.013587242653629,0.0206660851235921,0.0079028754576577,False
150.0,70.0,156.0,60.0,0.23373057003138,0.634566382636822,83.849698743835,135.012268609491,0.0005964251173941,0.0171586127575204,0.027165361649785,0.0678674427828203,0.32742910365784,0.0442272329633472,0.125405059992495,0.0535925561478922,0.1911628262715959,0.0524390024764533,0.007753239246199,0.0194984288453948,0.0093962500469338,0.0170426661751585,0.0105578358556061,0.0,0.0062648237453292,0.0212883492792678,0.0011547829889662,7640873.61564426,97.4755168175158,83.5951786508874,2.16451491432999e-13,1.30874277055342e-07,0.003703071027213,0.0181187599575032,0.0253223876242955,0.0163279540218924,0.325620748617054,0.0679915008133194,0.0095025758893716,0.194319518718408,0.0536243261951069,0.128369585845756,0.05497335619374,0.045504072803598,0.0175527973982929,0.0,0.010901013813106,0.0201538141242898,0.0080143860825593,False
154.0,70.0,166.0,60.0,0.402059217538511,1.07964460811464,83.8375648512896,132.700583411127,0.0002712620914497,0.0222152349945409,0.0335159250408707,0.0706674371903574,0.3246290991030449,0.0449254639422077,0.122742965168594,0.053193524398455,0.1748291950265549,0.0512093833152908,0.0074884060839092,0.0197632613081346,0.0093962498057322,0.0182971226225111,0.0101814373238053,0.0,0.0077401735489494,0.0277790760762683,0.0011547829593229,10403671.0964314,96.3069306768102,83.817974514882,8.73622445703483e-11,5.35078334392395e-05,0.0052619602617038,0.0236973536100989,0.0311847960990388,0.0210999353373599,0.322814597728818,0.0708240829224895,0.0095152016873495,0.178057627608548,0.0524968345048598,0.125957084657216,0.0547147942099184,0.0463749438235029,0.0189156940179833,0.0,0.0105724530373144,0.020627816157089,0.0078313164159081,False
156.0,90.0,162.0,80.0,0.250200319894859,0.678420013357161,84.0183497284448,133.777245507845,0.000272403557172,0.0223358453749372,0.0344617590419619,0.0694114323281886,0.325885110586382,0.0433933651352622,0.1205869524542059,0.0519273074993864,0.176995700786977,0.0507860817981058,0.0074743845066318,0.0197772833418739,0.0093962499631182,0.0188828711465976,0.0109944807987819,0.0,0.0078781022788171,0.0283858864229346,0.0011547829786654,8921497.81917432,96.3594891041387,83.932324399581,7.267707965307359e-13,6.40454529763328e-07,0.0046180710918444,0.0238928366408457,0.0320213869843787,0.021217313045971,0.324601634046704,0.0696885453365542,0.0095316623720916,0.180556407576775,0.0521430314370876,0.123936102182196,0.0534924659079274,0.0448573677032481,0.0195478329050372,0.0,0.0114295511911694,0.0206509960795887,0.0078141550433251,False
164.0,70.0,130.0,80.0,0.0041931364087869,0.0140306093170713,84.0376746599358,132.547702142054,0.0001963501202205,0.0224344778281855,0.0417369932921814,0.0719230232486688,0.323373559063549,0.0442425733505665,0.114223607226141,0.0509086959534481,0.165699185942523,0.050000645580178,0.0079508413719713,0.0193008291926008,0.0093962508996054,0.0201438777955804,0.0159008629154614,0.0,0.0088318023283586,0.0325816407970016,0.0011547830937581,-1213942.10410061,96.7069391712554,83.5842957556046,3.92917195616197e-18,1.11314397576617e-11,1.81242360252731e-05,0.0234180568854548,0.0391108715150184,0.0216305633916008,0.326966354855163,0.0732439218806572,0.0096482337604083,0.170846947249127,0.051811717239089,0.118464673659436,0.0528776961407105,0.0460361349048082,0.020969180274085,0.0,0.0165640594136638,0.0201094689748833,0.0082839956087379,False
140.0,50.0,140.0,60.0,0.0499531883513324,0.149860747229919,83.1970308155499,136.330168682347,0.0013942496435553,0.0082610326911917,0.0142903804102967,0.0657932606893342,0.329503334359667,0.0470945950235339,0.130742531356593,0.0560078438957155,0.212655773898609,0.0507838652383329,0.013177411818947,0.0140742596236966,0.0093962512023604,0.0187690785652211,0.0145527929094892,0.0,0.0034488667998539,0.0088996887426353,0.0011547831309661,4218993.75119296,99.5411712740059,82.8400981447317,6.16323630726094e-15,4.66068194067253e-09,0.0015960643410519,0.007625533847817,0.0133805290851774,0.0078938480827896,0.329071844634854,0.0662590850052917,0.0095064214028091,0.215241040248129,0.0514050044428041,0.132341964991122,0.0566931062553941,0.0476708361064068,0.0189987348879474,0.0,0.0147308603555189,0.0142464713910331,0.0133386502611652,False
158.0,60.0,160.0,80.0,0.168378777180589,0.460002000404227,84.1773018303842,134.352840900674,0.000217695482969,0.0233329484542626,0.0364414481825663,0.0687550759711243,0.326541471594268,0.0421415010298484,0.1181151557362379,0.0507028535181741,0.176076005550111,0.0501653858518286,0.0074790122876877,0.0197726558814449,0.0093962500736689,0.0196508373723026,0.0117141228469237,0.0,0.0082631060889033,0.0300796910854265,0.0011547829922519,8051022.23756946,96.20127596061,84.0735207912432,1.43335947916156e-13,1.86070699065094e-07,0.0042248668767282,0.0250492621330851,0.0338277522691146,0.0221693999000613,0.325787909703812,0.0691525751716879,0.0095494411491773,0.179950873714018,0.0516014457949087,0.121621844141922,0.0523281065390727,0.0436436754821434,0.020380166908267,0.0,0.0121992345860924,0.0206813313689882,0.0078319281900786,False
148.0,80.0,160.0,80.0,0.3943863275081,1.05516818437947,83.6312359602951,133.889677023323,0.0006358924736664,0.0165081746568575,0.0254812722697329,0.069184919299193,0.326111621306401,0.0459657710420675,0.128315089107568,0.0551735855799131,0.189637707749698,0.0529700076708024,0.0078010462496653,0.0194506214396602,0.0093962499082336,0.0165420544822686,0.0097483210573736,0.0,0.0059628873261274,0.0199599954088507,0.0011547829719202,9281810.89516374,97.4363744039241,83.4501214183552,3.5507627976868104e-09,0.0003806176923146,0.004225566698476,0.0171617551290425,0.023747151671558,0.0156872174346585,0.323591519573379,0.0691556062266179,0.0094827829911214,0.192401287390456,0.0540718400588494,0.131117330713931,0.0565006716891693,0.0472242307499532,0.017015425115128,0.0,0.0100599393908953,0.0201100861561188,0.0080669677675696,False
152.0,80.0,134.0,70.0,0.0168279372326704,0.0538313089685748,83.8237954279257,134.949958171805,0.0006593308240198,0.0161326968948725,0.0291832323127077,0.0684862505138594,0.3268103268372549,0.0452527381035728,0.121644491225675,0.0532006273808327,0.189079070002771,0.0520193157320209,0.0081102139538018,0.0191414562687528,0.0093962507816793,0.0173956878378379,0.0140876352987381,0.0,0.0063931183883504,0.0218527745639873,0.0011547830792651,727298.788817895,98.0386974450595,83.2776374892696,4.80358945213513e-17,2.8491089282221797e-11,2.55315686144824e-05,0.0170563769207093,0.0274149142417673,0.015517472157345,0.327979465305235,0.0691958595525199,0.0095703974299393,0.19338731007304,0.0534010934082571,0.124924434965007,0.0546581805765488,0.0465050059277982,0.017877609067241,0.0,0.0144784777936544,0.0196726080519758,0.0083352629318554,False
140.0,90.0,134.0,50.0,0.0212952590686259,0.0715809399148628,82.9811944793776,135.36373181895,0.0014588830728336,0.0077592259672616,0.013980221615627,0.0670888578886603,0.328207749811094,0.0490082457400932,0.131084730006494,0.0567588472351519,0.21011751066995,0.0499601433591681,0.0138328748248402,0.0134187974899437,0.0093962515030704,0.0190751256906896,0.0159162232782546,0.0,0.0033438511523244,0.0084376775266202,0.0011547831679229,2495297.82198102,99.7959014902511,82.5468227721804,5.07838360421431e-16,2.25670269994409e-10,0.0001752895701906,0.0072266586254095,0.0131623148708355,0.0074561879925252,0.330214787009135,0.0677087081880784,0.0094867824953435,0.212145154627275,0.0504423626181141,0.1323499766345,0.0573066927981281,0.0494812821359646,0.0192592418314503,0.0,0.0160698500732743,0.0135483179647367,0.0139663923393679,False
156.0,70.0,146.0,80.0,0.0519712033579812,0.148122017311004,84.3504752853186,136.760730633987,0.000381607791548,0.0203024181415117,0.0341535180184461,0.0659196596104872,0.329376902066911,0.0406468136635818,0.116984220370905,0.0500178937087695,0.187198711877293,0.0511174242663512,0.0077175582240049,0.0195341109180067,0.0093962504091131,0.0185286225694372,0.0129407938083061,0.0,0.0075752423395211,0.0270534691823282,0.0011547830334774,3819167.48234912,97.103160179753,83.9446915430035,8.872988053137659e-16,1.2309665830451101e-09,0.0009840508739591,0.0223300789415969,0.0319165237808745,0.0194265697507432,0.329997587735609,0.0665349497623032,0.0095701966277669,0.191567117593207,0.0526052043286207,0.120506859108133,0.0516203441197013,0.0420566564554808,0.0191858414852394,0.0,0.0134207867572114,0.0202691121561997,0.0080081192923858,False
164.0,60.0,140.0,60.0,0.01467524583937,0.0434238291085937,84.5094867798929,135.968078171869,0.0001761742208931,0.0235207550593682,0.0410473405113256,0.0672440452838938,0.328052531132299,0.0398206744832917,0.111419957349763,0.0484788712343497,0.175301571733354,0.0497399673183334,0.0078359553576192,0.019415714800482,0.0093962507594561,0.0204383519316728,0.0152666344610572,0.0,0.0088830997946092,0.0328073214916974,0.001154783076534,1670323.73957442,96.5118281592916,84.0968428427041,3.8378959466843997e-17,1.05046796742182e-10,0.0001332098805229,0.0258004400741457,0.0383483745170973,0.0225703713336219,0.33051103585235,0.0682664297414587,0.0096262713291132,0.180423161970841,0.0514784166075339,0.115426576412456,0.050315494351001,0.0414374733229183,0.0212854284140666,0.0,0.0159270655849185,0.0202694643938875,0.0081807861090209,True
